Text,Sentiment
"Therefore, the following aspects must be considered in the design of the reception schedule: (i) all nodes configure the same duration for the WI, which in turn, is in accordance with the operation of ASES mode [41]_CITE; (ii) the AS and AD lengths must be equal; (iii) all nodes select the same AD value in order to maintain the same AS duration; (iv) the value of the AO parameter must be less than the WO parameter (AO<WO) to assure the existence of an ID; and (v) the number of ASs, NAS, in a single WI, must be equal to or greater than the value given by Eq (31): (31)NASi=| j NbiNbi Nbj|+2, (i,j) NT where Nbi is the set of one-hop neighbors addresses of the node i; j designs the address of each one-hop neighbor included in Nbi; Nbj is the group formed by one-hop neighbors addresses of node j; and NT is the set of all network nodes",Neutral
"For the LS-SVM, the LS-SVMlab Matlab toolbox developed by Suykens_et_al._(2002)_CITE was used.",Positive
"The functional requirements can usually be derived from the product that has to be produced ( Vyatkin,_2013_CITE) and are the minimum set of requirements to be specified completely describing the design problem ( Braha_and_Maimon,_1997_CITE)",Neutral
"In terms of cash flow, Tangsucheeva_and_Prabhu_(2013)_CITE and Chen,_Liao,_and_Kuo_(2013)_CITE proposed a financial bullwhip effect , measured by internal liquidity risk (in terms of bond yield spread) and the cash conversion cycle",Neutral
"The Adaptive Neuro Fuzzy Inference System (ANFIS), was first introduced by Jang, in 1993 [20]_CITE",Positive
"Some software development teams may use more time on TDM, while some development teams may not pay much attention to it ( Power, 2013_CITE)",Neutral
"The contribution of the task-relevant knowledge and experience of all members to the decision-making processes of the team may benefit the team ( Hackman,_1987;_Seers_et_al.,_1995_CITE)",Neutral
"These advanced methods include logistic regression, decision tree, and naive Bayesian ( Kahanda_and_Neville,_2009_CITE) as well as supervised random walks ( Backstrom_and_Leskovec,_2011_CITE)",Neutral
"We present our experimental set-up and results on a dataset of 10 full-body actions that has been previously used to report recognition performance with manual segmentation for ground-truth labeling ( Parisi,_Weber,_&_Wermter,_2014,_2015_CITE)",Positive
"For a more general discussion on contextual anomaly detection see ( Chandola,_2009;_Song_et_al.,_2007_CITE).",Positive
"The theme of flexibility in the creative environment research (eg, Mayfield_&_Mayfield,_2008;_Mouchiroud_&_Bernoussi,_2008_CITE) finds a conceptual parallel with divergence in the serendipity research (eg, Bj rneborn,_2008;_Heinstr m,_2006_CITE)",Neutral
"As Scott_and_Bruce_(1995_CITE) do, they emphasise the situational factors",Neutral
"When processes contain moving average terms (MA) , they will be approximated by AR model [25]_CITE",Neutral
"The OWL2Query plug-in is a conjunctive query, meta-query and a visualization engine that facilitates the creation of SPARQL queries using an intuitive graph based syntax and evaluates them by using an OWL-API compliant reasoner [31]_CITE",Neutral
"In the similar case of Example 4.1, the key parameter in this system is the gain of the PSS, KPSS, whose nominal value KPSSnom was chosen as in [15]_CITE",Neutral
This segmentation of a larger decision problem can be achieved through the use of the Law of Comparative Judgment [32]_CITE,Neutral
"The researches of Hammond_and_Beullens_(2007),_Walther,_Schmid,_and_Spengler_(2008),_Du_and_Evans_(2008),_Chouinard,_D Amours,_and_A t-Kadi_(2008),_Feng,_Zhang,_and_Tang_(2013)_CITE, and Minner and Kiesm ller (2012) can be mentioned here.",Neutral
"To ensure a more complete study [22]_CITE, test subjects with diverse characteristics such as gender, age, height, and sedentary lifestyle were considered",Neutral
"These have contributed to clarifying the content of the risk field and its scientific basis; see Hansson_and_Aven_(2014),_Hollnagel_(2014),_Hale_(2014),_Le_Coze,_Pettersen,_and_Reiman_(2014)_CITE and Aven_(2014)_CITE",Neutral
"Besides from having strong support from volunteer contributors, LO is also receiving support from commercial companies including RedHat, Novell and Canonical ( Documentfoundation,_2013c_CITE).",Neutral
Fusion techniques are commonly used in multi-biometrics systems [40]_CITE,Neutral
Erol_et_al._(2010)_CITE surveyed the current state of reverse supply chain management (RSCM) initiatives in several Turkish industries,Neutral
"A neglect patient who appeared to be blind in the left visual field when fixating straight ahead, or to her left, could detect events in her left visual field when she fixated to the right ( Kooistra_&_Heilman,_1989_CITE)",Neutral
"The work by Fahimnia_et_al._(2015)_CITE presents a review of quantitative and analytical models (ie mathematical, optimisation and simulation modelling efforts) for managing supply chain risks and points to generative research areas that have provided the field with foundational knowledge, concepts, theories, tools, and techniques",Positive
"This approach assumed a plane strain simplification, similar to that of Lindley [7]_CITE",Neutral
"Mingers_(1997)_CITE describes these as the intellectual resources that the researcher brings into an intervention, and it is important to be able to distinguish whether problems encountered in the use of a method derive from the limitations of the method itself or from the inadequate resources of the researcher",Neutral
"We have adopted three search-based algorithms, ie, Genetic ( Li_et_al.,_2007_CITE), ART ( Jiang_et_al.,_2009_CITE), and Greedy algorithms for evaluation",Positive
"since their activation is updated depending on the animal movement speed and direction ( Burgess,_2008;_Hafting_et al.,_2005;_McNaughton,_Battaglia,_Jensen,_Moser,_&_Moser,_2006_CITE)",Neutral
"For brevity, the present paper does not discuss these once-mentioned limitations in the evaluation of the experiment presented in Jiang_et_al._(2009)_CITE.",Negative
"We were using Sparx Enterprise Architect (Sparx_Systems,_2014)_CITE to create the code and we used the D3 JavaScript Visualization package (Bostock_et al.,_2011)_CITE",Positive
"Ramasubbu et al (2015)_CITE describe TD prioritization with three dimensions: customer satisfaction needs, reliability demanded by the business, and probability of technology disruption",Neutral
"Such reactive systems are built according to the Event Condition Action paradigm (ECA) ( van_Bemmel_et_al.,_2004_CITE)",Neutral
"Following the work of Ahn et al [2]_CITE, the temporal expression extraction task is now conventionally divided into two main steps: identification and normalisation",Neutral
"Hence, in the mobile application ecosystems context, two-sided markets can be conceptualized as markets where one or several economic platforms enable interaction between customers, developers, and an orchestrator ( Rochet_and_Tirole,_2003,_2006;_Armstrong,_2006_CITE).",Neutral
As in [7]_CITE we have used the AgenaRisk Bayesian network tool to build the model,Positive
"This problem is a simplification of the problems investigated in [14,25]_CITE, where EAs are employed to evolve a neural network that controls a mobile robot",Neutral
"Lai et al [23]_CITE noticed that the low-rank property of mocap data has not been explicitly exploited in the previous work, and they proposed to handle the mocap data refinement problem based on low-rank matrix completion theory and algorithm",Neutral
"Policy-Aware Application Cloud Embedding (PACE) [83]_CITE is a framework to support application-wide, in-network policies, and other realistic requirements such as bandwidth and reliability",Neutral
"Intellectual capital is called the main asset of software companies ( Gongla_and_Rizzuto,_2001;_Rus_and_Lindvall,_2002_CITE)",Neutral
Kemp et al [105]_CITE implemented a bang-bang control algorithm that required only a concentration sensor to monitor an underwater perimeter using unmanned underwater vehicles (UUVs),Neutral
"The model, being non-graph based in nature, uses an Observable Markov Decision Process to assess state of system assets from network security perspective (which can be normal, probing, under exploitation and compromised), selects a rational defence response for preserving security properties of a more secure system while considering potential cost factors ( Zhang_et al.,_2009_CITE)",Neutral
"The latter, the problem of very dense display of data in the context of intensive cares units while monitoring patients with severe brain injury has been addressed in [55]_CITE including temporal data abstraction, principal component analysis, and clustering methods",Neutral
Hnatkowska_et_al._(2003)_CITE specify behavioral refinements in UML collaboration diagrams and describe how these relate to structural refinements,Neutral
"Software development is carried out by individuals, groups and organizations, and therefore social and political questions are of importance for software development, which makes software engineering a multidisciplinary area where case study is a relevant approach ( Runeson and_H st, 2008_CITE)",Neutral
"Any thorough book or literature review on genre, such as Freedman_&_Medway_(1994)_and_Paltridge_(1997)_CITE will divulge an overall lack of consensus on an appropriate definition of genre because so many questions remain unanswered with regard to how genres are replaced, created, evolve, function, overlap and interact with each other, which rules and patterns constitute a genre and how these characteristics are perceived",Negative
"A model also based on self-organized learning was proposed by Voicu_(2003)_CITE, extending their earlier work ( Voicu_&_Schmajuk,_2000_CITE)",Neutral
"However, the nonuniform FFT method is also applicable to multidimensional transforms ( Greengard_and_Lee,_2004_CITE), and so the idea developed in this manuscript could easily be extended to multidimensional data",Neutral
"Some subjects of these studies are: study on business perspectives of RL and CLSC ( Atasu,_Guide,_&_Wassenhove,_2008;_Guide,_Gunes,_Souza,_&_Van_Wassenhove,_2008;_Guide_&_Van_Wassenhove,_2009;_Hsu,_Alexander,_&_Zhu,_2009;_Sharma,_Iyer,_Mehrotra,_&_Krishnan,_2010_CITE), study on the role of Radio Frequency Identification (RFID) in RL and CLSC ( Jayaraman,_Ross,_&_Agarwal,_2008;_Visich,_Li,_&_Khumawala,_2007_CITE), study on redefining the value chain strategy of CLSC ( Jayaraman,_2007_CITE), study on eco-design methods focused on end-of-life strategies ( Pigosso, Zanette, Ometto, & Rozenfeld, 2010) and eco-industrial development ( Fang_et_al.,_2007_CITE), study on the potential for cannibalization and auction design ( Guide_&_Li,_2010_CITE), (to be discussed later).",Neutral
"One can naturally extend them to matrices and vectors leading to the max min (fuzzy) linear algebra of [2,4,12,13,15]_CITE",Neutral
"All these estimates hold provided S(F(x ),y) and a source inequality introduced in [36]_CITE is satisfied",Neutral
This work is based heavily on prior developments by Hopfield_and_Brody_(2001)_CITE and we have made three novel contributions to the literature.,Positive
"There are many surveys, overviews and reviews of SBSE that provide more in-depth treatment and coverage of results specific to individual engineering subdisciplines such as requirements analysis ( Zhang_et_al.,_2008_CITE), predictive modelling ( Harman,_2010;_Afzal_and_Torkar,_2011_CITE), non-functional properties ( Afzal_et_al.,_2009_CITE), program comprehension ( Harman,_2007_CITE), design ( R ih ,_2010_CITE) and testing ( McMinn,_2004;_Harman,_2008;_Afzal_et_al.,_2009;_Ali_et_al.,_2010_CITE)",Positive
Hyeongon et al [3]_CITE measure the familarity between experts to derive a person's know-who,Neutral
"They refer to the main intention and are the nonnegotiable characteristics of the desired solution ( Braha_and_Maimon,_1997_CITE)",Neutral
"Although constructivism is often interpreted as anti-realist, I complement my constructivist view here by the active scientific realism introduced by Hasok Chang [6]_CITE",Neutral
"So, at run-time we generate the successive software architecture configurations by binding the architectural variation points specified in a variability language [25]_CITE",Neutral
"The data coding and analysis were completed in various steps, guided by the work of Robson (2002)_CITE",Positive
"Although the color-based skin models can be efficiently adapted to a given image, it was proved by Zhu_et_al._(2004)_CITE that it is hardly possible to separate skin from non-skin pixels using such approaches",Neutral
"Furthermore, it has its historical roots in philosophy and computer science [5]_CITE.",Neutral
"In parallel, the prototype logged user interactions using EvalBench ( Aigner_et al.,_2013_CITE) (see Fig_4.1.b) and the facilitator took notes in our pre-defined test guideline.",Neutral
"The VIF values ranged from 1.121 to 2.553, ie all values were close to 1 and clearly below the threshold of 3 ( Hair_et_al.,_2010;_O'Brien,_2007_CITE).",Neutral
"The brain auditory system includes sustained cells that are sensitive to particular frequencies over time, and transient cells that are sensitive to FM sweeps across multiple frequencies at a particular rate and direction (eg, Britt_&_Starr,_1976;_Delgutte_&_Kiang,_1984a,_1984b,_1984c;_Mendelson,_Schreiner,_Sutter,_&_Grasse,_1993;_M ller,_1983;_Pickles,_1988;_Rhode_&_Smith,_1986a,_1986b;_Sachs_&_Young,_1979;_Tian_&_Rauschecker,_1984;_Young_&_Sachs,_1979_CITE)",Neutral
"One of the well-known continuous DOP generator is the moving peaks problem (MPB), proposed by Branke [2]_CITE, where a number of peaks are created in a base landscape (a similar generator was proposed by Morrison [12]_CITE)",Positive
"Furthermore, Howard_(1988)_CITE introduces seven elements of decision quality",Neutral
"Another argument is that code forking can positively impact on both governance and sustainability of OSS projects at the levels of the software, its community and business ecosystem ( Nyman_and_Lindman,_2013_CITE)",Neutral
k-means2: A version of Parzen Window Classifier based on k-means [13]_CITE,Neutral
This result was then improved by Chen et al [14]_CITE at AfricaCrypt 2012,Positive
"Moving into the realm of step based execution semantics creates a wealth of new fundamental problems and intriguing questions, some of which have been addressed in [13,18]_CITE",Neutral
"Both purposeful program evaluation (PPE) ( Funnell_&_Rogers,_2011_CITE) and utilisation-focused evaluation (U-FE) ( Patton,_1986_CITE, 2012_CITE) consider the purposeful nature of evaluation, starting from the assumption that evaluation is informing decisions and actions of its primary users",Neutral
"Although the coherent cluster still shows the structure of the program and includes all these stub functions that work together, this is a clear case of dependence pollution ( Binkley_and_Harman,_2005_CITE), which is avoidable",Neutral
"For the purpose of querying, we classified the ontology using the HermiT 1.3.8 reasoner [18]_CITE",Positive
"We iteratively produced sketches, screen prototypes, and functional prototypes ( Kulyk_et al.,_2007_CITE)",Neutral
"Data Profilers: Various cache profiling tools have been proposed, such as CProf ( Lebeck_and_Wood,_1994_CITE), callgrind KCachegrind tool ( KCachegrind,_2016_CITE) (based on valgrind), and Intel PMU ( Intel,_2016d_CITE)",Neutral
Wang [10]_CITE concluded that the design of a 3D structure cannot be decoupled into 2D subproblems.,Neutral
A successful general-purpose LNS algorithm for a variety of vehicle routing problems was proposed by Pisinger_and_Ropke_(2007)_CITE,Positive
"The HR corrections are added to the Godunov updating formula (39) as the following: (41)(Q)i,jn+1=(Q)i,jn- t yB+( Q)i,j-12n+B-( Q)i,j+12n- t y(G)i,j+1/2n-(G)i,j-1/2nwith G the correction term calculated at fi,j-1/2 and fi,j+1/2 takes the form (42)G=12 p=14| p|1- t y| p|rp( p+ p) ( p)with ( p) the limiter function located within the TVD region [23]_CITE",Neutral
"In Kumar_et al._(2009_CITE), two novel methods for face verification with real-world images, such as those in the Labeled Faces in the Wild (LFW) dataset and those from the PubFig dataset comprising images of public figures acquired from the Internet, were presented",Positive
For a full overview and discussion of AHP see [29]_CITE.,Positive
"In our prior study ( Lehtinen_et_al.,_2011_CITE), we criticized the feasibility of using the structural list technique in RCA",Neutral
"Martin,_M ller,_and_Moritz_(2006)_CITE and Tomasgard,_R mo,_Fodstad,_and_Midthun_(2007)_CITE optimizes a steady-state representation of gas network pressures and flows",Neutral
"Slice size is often used to measure the impact of the analysis' precision ( Shapiro_and_Horwitz,_1997_CITE), similarly we also use slice size as a measure of precision.",Neutral
The details of these two transformation methods can be easily found in the textbook such as [56]_CITE.,Neutral
Alonso_et al._(2009)_CITE predict web server crashes by monitoring the memory usage and applying linear regression and decision trees to predict the time to memory exhaustion,Neutral
"In other words, we need to change to Infrastructure as a Service (IaaS) ( Mell_and_Grance,_2011_CITE).",Neutral
"One of the earliest definitions of such symbolic models has been put forth by Newell_and_Simon_(1976)_CITE, coining the term of a physical symbol system , a class of systems having symbols, being capable of manipulating them, and being realizable within our physical universe.",Positive
"Lara and Labrador [22]_CITE, and Mukhopadhyay [27]_CITE surveyed the state-of-the-art in HAR with regard to wearable sensors; they compared HAR systems in terms of learning approach, types of sensors (obtrusiveness, wearables, etc.), monitoring activities, and detection accuracy",Neutral
"This fact makes IEEE 802.15.5 standard and its ASES mechanism advantageous with respect to other WMSN approaches [2]_CITE, such as Zigbee Pro [3]_CITE, the International Engineering Task Force (IETF) with its solution IPv6 over Low power Wireless Personal Area Networks (6LoWPAN) [4]_CITE, WirelessHART [5]_CITE or ISA SP100.11a [6]_CITE.",Neutral
"Wristbands, smartwatches, and smart clothes such as fitbit , Basis , Athos , and Microsoft , as well as research projects such as LiveNet, LifeGuard, AMON, MyHeart, WEALTHY, MagIC, and commercial devices like Life Alert, and AlertOne, are examples of applications of the wearable HAR approach [30]_CITE",Neutral
A larger number of cyber attacks on CNI is listed and analysed in Miller_and_Rowe_(2012)_CITE and Nicholson_et al._(2012)_CITE.,Positive
HESML V1R2 significantly improves the performance of the HESML V1R1 version [59]_CITE which was released on September 7 2016 with the original submission of this work.,Neutral
This was achieved via: (i) a two step inference acceptance criteria so poor samples are not run in a dispersion model [53]_CITE; (ii) the adjoint source-receptor relationship [21]_CITE and (iii) by storing a library of pre-computed ATD simulations,Neutral
"For details on the SVM algorithm we refer to [33]_CITE, here we discuss its limitations on large and imbalanced training sets",Positive
Spindle drift is often considered to be the major error component among them [1]_CITE,Neutral
Their next work [31]_CITE imposed bone-length constraints in a linear dynamical system (LDS) to boost the performance,Neutral
In our experiments a Support Vector Classifier ( svc) from the PRTools Pattern Recognition Toolbox version 4.2.1 for MATLAB [12]_CITE has been used.,Positive
"Specifically, we utilise a task interruption approach that is known to be cognitively demanding (eg, [28]_CITE), whereby participants complete a serial recall working memory task and are interrupted during this task by computer updates of varying degrees of authenticity purporting to require critical action",Neutral
"However, this makes peer-to-peer systems prone to unpredictable changes in content availability - a phenomenon called peer churn - when peers frequently and suddenly leave or join the system due to network failures or their own intent [103]_CITE.",Neutral
"The k-nearest neighbours algorithm ( k-NN) classifies a data point by taking a majority vote of its k most similar data points ( Hastie,_Tibshirani,_&_Friedman,_2001_CITE)",Neutral
"In addition, in the primate hippocampus, view-dependent instead of place-dependent cells have also been identified (dubbed spatial-view cells Rolls_&_Xiang,_2006_CITE)",Neutral
"However, the point of this paper is not to discuss whether there is a cumulative body of knowledge that is sufficiently mature and accepted as the core of the IS discipline [6]_CITE",Neutral
"A further idea for future research is the investigation of information cascades [12]_CITE, where trees are formed by information flowing through a network",Neutral
Moral and Sagrado [83]_CITE also consider postulates for merging credal sets partially inspired by Walley s,Neutral
"Mechanisms as simple and general as these might be used to inspire other planning strategies to solve manipulation problems involving a low number of actions, eg not only rotations ( Ciancio,_Zollo,_Baldassarre,_Caligiore,_&_Guglielmelli,_2013;_Meola_et al.,_in press_CITE) but also linear translations in open space and 3D mental rotations.",Negative
"Similar hierarchies can be found in the other literatures, like Blanchard_(2004_CITE) and IEEE-Standard_1220_(1999_CITE)",Neutral
"Another approach ( Angyal_et al.,_2008_CITE) proposes to use the Abstract Syntax Tree of the generated source code as an intermediate model, which represents the source code as a model, and uses bi-directional incremental model merges to keep the abstract syntax tree consistent with the changed code",Neutral
"These were based on previous models of visual attention ( Niebur_&_Koch,_1994_CITE) and image segmentation ( Wang_&_Terman,_1997_CITE) that also made use of synchronizing dynamics.",Positive
Becker et al [107]_CITE introduce a new multi-agent algorithm for search and rescue operations for exploration of unknown terrain,Neutral
The precision of a test is very useful to clinicians since it answers the question: How likely is it that this patient has the disease given that the test result is positive? [17]_CITE,Neutral
"In contrast, Kersten and_Murphy (2006)_CITE define recency by a decay as mentioned before",Neutral
Holthusen_et al._(2014)_CITE apply it in a prototypical manner to the IEC 61131-3- language FBD,Neutral
"To reduce the threats of this possible issue, we applied a k-fold cross validation on our case study (for more details, see for example ( Mitchell,_1997_CITE))",Neutral
"Many authors have recognized the symbiotic relationship between these areas [23 25]_CITE, as cloud computing environments can be used to store and process Big Data and also to enable new models for data services",Neutral
"Dx can be viewed as a description of x in terms of the labels in LA [44]_CITE, or formally:",Neutral
"After submitting this paper, Chhabra et al [13]_CITE improved filtering time with the SIMD technology",Neutral
"The tree was built using the Weka ( Witten_&_Frank,_2005_CITE) package.",Positive
"There are several structurally defined and extensively applied persistent sub-classes of Petri nets, including choice-free nets [14,30]_CITE, marked graphs [8]_CITE, and MTS nets [5,16,22]_CITE demonstrated that persistence (together with other properties) guarantees separability which means that a Petri net can be seen and verified as a composition of finitely many concurrently operating independent copies of much simpler net [6,7]_CITE presented a way in which persistent nets can be synthesised and re-engineered from finite transition systems.",Positive
"Dooley,_Yan,_Mohan,_and_Gopalakrishnan_(2010)_CITE studied the bullwhip effect during the 2007 2009 recession and concluded that retailers responded to market changes rapidly and adaptively, whereas wholesalers responded late and drastically.",Neutral
"Additionally, Shoaib et al [36]_CITE presented a survey of the main classifiers implemented on mobile phones",Neutral
"The standard error is defined by Hanley and McNeil [14]_CITE as (12)SE=Az(1-Az)+(nm-1)(Q1-Az2)+(nb-1)(Q2-Az2)nmnbwhere nm and nb are the number of malignant and benign cases respectively, and Q1=Az/(2-Az) and Q2=2Az2/(1+Az).",Neutral
"Obviously, software companies rarely have time to conduct retrospectives ( Glass,_2002_CITE)",Neutral
"Recently, Bjarnason_et_al._(2014)_CITE presented a timeline approach to conduct retrospectives",Neutral
"Various rigorous approaches to the justification of its existence are based, for example, on the investigation of instability (hyperbolicity) of trajectories with the help of computing Lyapunov exponents, or the computation of attractor dimensions (see, eg, [27,19]_CITE and many others)",Neutral
In their classical paper Nadaoka et al [25]_CITE analysed the turbulent structures under spilling breaking waves,Positive
"Hoegl_and_Gemuenden's_(2001)_CITE frequently cited study, for example, shows the effect of TWQ on team performance and team members success for a set of traditional software development teams.",Positive
"There are already a number of existing architectural modeling languages and model extraction mechanisms ( Lorenzoli_et al.,_2008;_Schmerl_et al.,_2006_CITE), eg, PCM ( Becker_et al.,_2009_CITE), Descartes ( Brosig_et al.,_2014_CITE), and SLAstic ( van_Hoorn,_2014_CITE).",Neutral
"Existing research has demonstrated the social engineering risks posed by such OSINT data ( Ball_et al.,_2012_CITE)",Neutral
"For example, a significant body of work is accumulating that suggests social group memberships, and more specifically, engagement in activities associated with such groups, can play a significant protective role in both the onset of and recovery from depression (see Cruwys,_Haslam,_Dingle,_Haslam,_&_Jetten,_2014_CITE, for an overview of this extensive program of research)",Neutral
"Moreover, because the pair of densities approaches each other, the KL divergence is an optimum approximation of the Fisher information distance ( Carter_et_al.,_2011_CITE)",Neutral
"Harmonization and synchronization of these individual activities are important for the TWQ and project success ( Tannenbaum_et_al.,_1992;_Brannick_et_al._1995_CITE)",Neutral
"This property is called contrast normalization ( Grossberg,_1973,_1980;_Heeger,_1992_CITE)",Neutral
"The main aim of this work is to introduce the PosetHERep representation model and make the Half-Edge Semantic Measures Library (HESML ) publicly available for the first time, together with a set of reproducible experiments whose aims are the exact replication of the three aforementioned experimental surveys [56 58]_CITE, as well as the proposal for a self-contained experimental platform which can be easily used for extensive experimentation, even with no software coding",Positive
"To conduct this survey, we used the DNSDB ( DNSDB_CITE) gathering passive DNS logs collected from globally distributed distinct organizations",Positive
"In the past few years, persistent homology has been applied to image analysis [80]_CITE, image retrieval [81]_CITE, chaotic dynamics verification [64]_CITE, sensor networks [82]_CITE, complex networks [83]_CITE, data analysis [3,84 86]_CITE, computer vision [87,88]_CITE, shape recognition [89]_CITE and computational biology [90]_CITE.",Neutral
"These target positions hereby control shifts of spatial attention across an attended object, and have properties that Cavanagh,_Hunt,_Afraz,_and_Rolfs_(2010)_CITE have called attention pointers ( Fig_20).",Neutral
"Recently, Leimeister and Morgenstern [7]_CITE presented a greedy heuristic for the computation of the matching statistics with k mismatches, which runs in O(|S1|",Neutral
"In the first approach, the dose rates were calculated using, the neutron cross-section, and elemental composition of human body tissue and the radiation-weighting factor of neutrons have been used from ICRP 103 [9]_CITE",Neutral
"To this end, the bilinear model (BMM) [23 28]_CITE is proposed to model interaction effects of each pair of endmembers, so as to take account of the multiple scattering phenomena",Neutral
It is interesting to compare the set-based instantiations of our general postulates to the axioms of arbitration after Liberatore and Schaerf [73]_CITE,Neutral
"In tumors, the ADC is usually highest in cystic or necrotic areas then in solid tumor components [47]_CITE.",Neutral
"A typical MRAN network [30]_CITE is expressed as: (4)f(x)= 0+ k=1N k k(x) (5) k(x)=exp(-1 k2 x- k 2)where f(x)=(f1(x),f2(x), ,fNO(x),)T is the network output vector; x is the network input; k is the weight vector from the hidden unit k(x);NO is the number of radial basis function units, and k and k are the kth hidden unit centre and width, respectively",Neutral
"As shown by Randell et al [27]_CITE and Bloch [4]_CITE, the RCC8D relationships described above can be implemented using mathematical morphology [31]_CITE",Neutral
the remark between Definitions 32 and 33 in [13]_CITE,Neutral
"Chang et al [51]_CITE sought to generate transportation plan and vehicle routing schedules, in order to simultaneously minimize unsatisfied demand, total transportation time and total transportation cost",Neutral
"However, the demise of the scientific methodology may be somewhat exaggerated, as argued in the many ripostes to the article (eg Dyson_et_al.,_2008;_Granville,_2013_CITE)",Negative
"Much of the mid-term and long-term radiation exposure, both in urban and in rural areas, comes from ground shine, defined as external dose direct from radioactive materials deposited on the ground WHO_(2013)_CITE, which is a result of the initial radioactive deposition ( Harada_et al.,_2014;_Lochard_&_Schneider,_1992_CITE)",Neutral
"In recent studies, Novak_and_Hoffman_(2009)_CITE have considered situations in order to incorporate the different tasks or activities that consumers may undertake as well as different motivations or orientations that consumers may reveal when they undertake a specific task or activity",Neutral
"The essential characteristic of proactive behaviour is that people can intentionally and directly change their current circumstances, social or nonsocial, including their physical environment ( Bateman_&_Crant,_1993_CITE, p_104, referring to Buss,_1987_CITE)",Neutral
"In practice, however, for many LDS s, the parameters are unknown and must be estimated in a process often called system identification [17]_CITE",Neutral
"In contrast, Umanath and Scamell [58]_CITE report that using graphs provides better support than tables for recall tasks that involve pattern recognition",Neutral
"In order to be sustainable, the significant capital outlay required for building a DC makes maximisation of Return on Investment (RoI) crucial, which in turn necessitates efficient and adaptive resource usage of the virtualised physical infrastructure [5 7]_CITE",Neutral
"In [102]_CITE, a bang-bang controller was used to follow contours of a radiation field with an autonomous helicopter",Neutral
"Therefore, a new definition for adjacency was established in [5]_CITE based on Euclidean distances between points: two points p with coordinates ( x 1, y 1, z 1) and q with coordinates ( x 2, y 2, z 2), both in E 3, are considered adjacent if they are at a distance smaller than a pre-defined threshold t: (2)",Positive
"This representation is justified by Walley as a rational approach to representing coherent beliefs, after some previous works by Smith [103]_CITE and Williams [112]_CITE, extending De Finetti framework for subjective probabilities [55]_CITE",Neutral
"Cells with these properties have been found in the mammalian subiculum and entorhinal cortex ( Lever_et al.,_2009;_Solstad_et al.,_2008_CITE), and there is also some behavioral evidence substantiating their existence in humans ( Barry_et al.,_2006_CITE).",Neutral
"However, the definitions of scanning and skimming may differ slightly amongst these authors and those cited, for example, in Campbell_&_Maglio_(2001)_CITE skimming is defined as cognitively medium interest and scanning is low interest",Neutral
"In other words, the large amount of information disclosed on these SNS might be a response to the CMC environment, which made the goal of building self-presentation salient, particularly for job seekers ( Dekay,_2009_CITE).",Neutral
"Mylyn implements the DOI and is today one of the most recognized task management tools for the Eclipse IDE ( The_Eclipse_Foundation,_2011;_BZ_Media_LLC.,_2008_CITE)",Positive
"Using a different approach, Hong et al [17]_CITE propose another analytical model to capture the cost of memory operations by counting the number of parallel memory requests in terms of memory-warp parallelism (MWP) and computation-warp parallelism (CWP)",Neutral
"Woolley_and_Pidd_(1981_CITE, p_197) described problem structuring as the process by which the initially presented set of conditions is translated into a set of problems, issues and questions sufficiently well defined to allow specific research action",Neutral
DeTail [69]_CITE is a cross-layer scheme for cutting the tail of flow completion faced by DC network traffic flows,Neutral
