Text,Sentiment
Craig et al 9 propose an algorithm for reasonably optimal distribution of students into groups according to group and student attributes,Neutral
This method can also be viewed to be a hypotheses reranking model since we only use the existing translations instead of performing decoding over a confusion network as done in the wordlevel combination method Rosti et al 2007 ,Neutral
 Anticipated software changes in accordance to Buckley et al 2005 are software changes which can be foreseen during the initial development of the systems and as such can be accommodated in the design decision taken ,Neutral
In the future direct trust between humans will play an ever more important role as privacy remains a largely unsolved challenge 43 ,Neutral
When 80 of the turbulent kinetic energy is resolved the LES simulation can be considered wellresolved 17Another measure of resolution quality is the ratio of instantaneous subgrid turbulent viscosity to the molecular viscosity ,Positive
Johnson 1997 notes that this structure has a higher probability than the correct flat structure given counts taken from the treebank for a standard PCFGWe used a loglinear model with no Markov dependency between adjacent tags 3 and trained the parameters of the model with the perceptron algorithm  with averaging to control for overtraining  ,Neutral
A biomechanicalbased approach involves tissue analysis and bone and joint location which requires expensive devices and equipment ,Negative
The authors of  3965 proposed a strategy for improving startup delay via an effective buffer management on a peers side,Neutral
For example the eWOM company BzzAgent measures engagement as the number of likes comments and retweets a consumers post receives 9 ,Neutral
In many applications we only want to count the number of edit operations considering the cost of each to be 1 17  This distance is known as Levenshtein distance  a special case of edit distance where unit costs apply,Neutral
We use GIZA    to train generative directed alignment models  HMM and IBM Model4  from training recordtext pairs ,Neutral
The weighted version of the straight skeleton where edges no longer move at unit speed was first mentioned by Eppstein and Erickson 2 and studied in detail by Biedl et al 45 ,Positive
According to Sun and Tses 2009 theory of platform competition a multihoming market can sustain several competing ecosystems however a singlehoming market eventually evolves into only one prevailing ecosystem ,Positive
One found Bubble Sets outperformed LineSets 24 whereas another found that KelpFusion outperformed LineSets which in turn outperformed Bubble Sets 28 ,Positive
In their theoretical analysis of competitive advantage in twosided markets Sun and Tse 2009 highlighted the importance of the distinction between multihoming and singlehoming in determining the winner among competing platforms ,Positive
Second  it can be applied to control the quality of parallel bilingual sentences mined from the Web  which are critical sources for a wide range of applications  such as statistical machine translation  and crosslingual information retrieval  ,Neutral
In the scenario that Nbest lists are available from individual systems for combination the weight of each hypothesis can be computed based on its rank in the Nbest list Rosti et al 2007a ,Neutral
 The use of rectangles and irregular curves could impose cognitive difficulties in perceiving the sets as they might give the impression of different semantics 45,Negative
One way to acquire the set of applied composite operations is to use operation recording  Herrmannsdoerfer and K gel 2010 Lippe and Oosterom 1992 that is the execution of operations is tracked within the modeling environment while they are performed,Neutral
 It could be argued that such devices are at prototype stage already with neuromorphic computing 26,Neutral
In Decision Support Systems arguably the areas most influential book of its era Keen and Scott Morton 1978 pp 33 34 propose that four disciplines are integral computer science information economics management science and behavioral science ,Positive
Results are reported in case insensitive BLEU score in percentages Papineni et al 2002,Neutral
Diversifiersare people whose passion is to explore details They are in love with the heterogeneity of nature They are happy if they leave the universe a little more complicated than they found it1 chap 3 p 44,Neutral
22 ITG Space Inversion Transduction Grammars  or ITGs  provide an efficient formalism to synchronously parse bitext More recently   have proposed methods for automatically extracting from a corpus heads that correlate well with discourse novelty ,Positive
We focus on a basic NF a router using a slightly modified version of the router implemented by Kohler et al in Kohler et al 2000,Positive
Metadiscourse is ubiquitous in scientific writing Hyland 1998 found a metadiscourse phrase on average after every 15 words in running text ,Positive
More complex relations called refinement notions between automata exist which can be used to define and check various degrees of consistency Baier and Katoen 2008 Heinzemann and Henkler 2011 Jensen et al 2000 Weise and Lenzkes 1997,Neutral
 A more usual square version of this definition will appear in the next section and we will show that it is equivalent to the one studied in 212,Positive
We presented firstorder expectation semirings and insideoutside computation in more detail than Eisner 2002 and developed extensions to higherorder expectation semirings,Negative
Unfortunately in the data set made available in the public domain there is no indication of which sentences are used as test sentences ,Negative
While the use of context information has been explored in MT eg Carpuat and Wu 2007 and He et al 2008 the specific technique we used by means of a context language model is rather different ,Neutral
An exact branch and bound algorithm based on Maess algorithm which runs in time Omn log m   was proposed by Barrachina and Marzal 2  ,Positive
Sentiment classification at the sentencelevel has also been studied  ,Neutral
The general identity resolution approach of pairwise comparison is supported even more broadly by similar approaches in other domains of security analytics  Zhang et al 2016,Neutral
Confusion networks allow wordlevel system combination which was shown to outperform sentence reranking methods and phraselevel combination Rosti et al 2007a,Neutral
It is helpful for applications with 2Dblock representations while choosing an appropriate block size by estimating cache misses but is not completely general,Negative
On that basis Panunzio and Vardanega 2013 regards the concept of software reference architecture as proceeding from,Neutral
For instance Aniello et al  43 proposed a scheduler that can be used to improve the system performance and Chang et al  44 introduced CCAF a security framework that can be used to secure Storm deployments,Positive
In the next section we propose a novel method to learn word similarities the Latent Words Language Model LWLM Deschacht and Moens 2009,Neutral
For example Koch and Tsuchiya 2007 note that subjects can attend to a location for many seconds and yet fail to see one or more attributes of an object at that location,Positive
These orientationallytuned simple cells  Hubel  Wiesel 1968 can respond to an oriented distribution of contrasts in response to scenic lines edges textures and shading not just edges alone Fig 4a,Neutral
 Close to the problem studied here is Jing and McKeowns Jing and McKeown 2000 cutandpaste method founded on Endres Niggemeyers observations ,Neutral
Barzilay et al 2001 evaluated three algorithms for sentence ordering in multidocument Summaries ,Neutral
Using multiple documents to generate a summary further complicates the situation As contended by Goldstein et al 2000 a multidocument summary may contain redundant messages since a cluster of news articles tends to cover the same main point and shared background ,Neutral
Most empirical work in translation analyzes mod els and algorithms using BLEU Papineni et al 2002 and related metrics Though such metrics are useful as sanity checks in iterative system development they are less useful as analytial tools,Negative
To make statistical inferences from the observed difference in AUC we followed the recommendations given in a recent article DemÅ¡ar 2006 that looked at the problem of benchmarking classifiers on multiple data sets ,Positive
For the results in this paper  we have used Pointwise Mutual Information  PMI  instead of IBM Model 1   since  found it to be as effective on Springer  but faster to compute Numbers in the table correspond to the percentage of experiments in which the condition at the head of the column was true  for example figure in the first row and first column means that for 989 percent of the language pairs the BLEU score for the bidirectional decoder was better than that of the forward decoder  proach   ,Negative
In this paper we prove similar results for the residual method but with a different notation using a type of convergence of sets see for example 41 Section 29,Neutral
The form of the maximum entropy probability model is identical to the one used in where wi ranges over V t3 stop ,Neutral
For example Bohus et al 2008 use users confirmations of their spoken requests in a multimodal interface to tune the systems ASR rankings for recognizing subsequent utterances ,Neutral
The field was spawned from the dreams of Artificial Intelligence though the reality has encompassed a far broader scope of study than originally envisioned at the Dartmouth Conference 2,Neutral
Shape Draw Euler diagrams with circles 10 Symmetry Draw Euler diagrams with highly symmetrical curves 10,Positive
In Riley 1989 Riley describes a decisiontree based approach to the problem ,Positive
The experimental procedures such as questionnaire design were based on methods and protocol used by previous interactive experiments Dupont et al 2010 Harper  Kelly 2006 Huang et al 2006 Kelly et al 2007 Kelly Harper  Landau 2008 White Ruthven  Jose 2002 White et al 2006 ,Neutral
In the problem domain of cyber security Fink et al 2009 developed a set of visualization design principles with a focus on highresolution displays and presented prototypes according to these design principles ,Negative
To implement the decision making process involved in themental rotation task the model uses amutual inhibition model Bogacz et al 2006 Usher  McClelland 2001,Neutral
Thus one conclusion from that line of work is that as soon as there is a reasonable often even small amount of labeled target data it is often more fruitful to either just use that or to apply simple adaptation techniques Daum III 2007 Plank and van Noord 2008 ,Neutral
Petrucci et al 12 or Bichler et al 13 investigate one general resource constraint and Khanna et al 14 only focuses on response time and throughput,Negative
This averaging effect has been shown to help overfitting  ,Positive
For example Briscoe and Carroll 1993 train an LR parser based on a general grammar to be able to distinguish between likely and unlikely sequences of parsing actions Andry et al 1994 automatically infer sortal constraints that can be used to rule out otherwise grammatical constituents and Grishman et al 1984 describes methods that reduce the size of a general grammar to include only rules actually useful for parsing the training corpus ,Neutral
the perceiver uses sensory information and builds or constructs this incomplete information to make sense of it Braisby  Gellatly 2005 ,Positive
Extracting semantic information from word cooccurrence statistics has been effective  particularly for sense disambiguation  High correlation is reported between the BLEU score and human evaluations for translations from Arabic  Chinese  French  and Spanish to English  ,Positive
The first paradigm is called Complementary Computing Grossberg 2000a ,Neutral
We compare our approach with a method proposed by Frstenau and Lapata 2009 ,Neutral
This model together with otheranalogous models eg Bogacz et al 2006 is very important as it allows there production of there action times of ten recorded in psychological experiments Caligioreetal 20102008 Erlhagen  Schöner 2002,Neutral
Experience gained from the development of the Penn Treebank Marcus et al 1994 has shown that automatic annotation is useful only if it is absolutely correct while wrong analyses are often difficult to detect and their correction can be timeconsuming ,Positive
1 In addition some benchmarking studies have been undertaken to empirically compare the performance of these various techniques eg Baesens et al 2003 but they did not focus specifically on how these techniques compare on heavily imbalanced samples or to what extent any such comparison is affected by the issue of class imbalance ,Negative
The most fundamental model that is used to analyze sequential algorithms is the Random Access Machine RAM model  21 which we teach undergraduates in their first algorithms class This model assumes that all operations including memory accesses take unit time  ,Negative
More recent work  has considered methods for speeding up the feature selection methods described in   Ratnaparkhi  1998   and Della Pietra  Della Pietra  and Lafferty  1 Introduction Currently  most of the phrasebased statistical machine translation  PBSMT  models  adopt full matching strategy for phrase translation  which means that a phrase pair  tildewidef  tildewidee  can be used for translating a source phrase f  only if tildewidef  f Due to lack of generalization ability  the full matching strategy has some limitations ,Negative
We recently proposed cube summing an approximate technique that permits the use of nonlocal features for inside DP algorithms Gimpel and Smith 2009 ,Positive
The sources of information we use for implementing our system are a POS tagger Foster 1991,Neutral
 Miragliotta 2006 reviewed bullwhip research in three categories empirical assessment causes and remedies and then proposed a new taxonomy to model this problem ,Neutral
 for English  but not identical to strictly anaphoric ones5   since a nonanaphoric NP can corefer with a previous mention ,Neutral
In a statistical translation model trimming of the phrase table had been shown to be beneficial Johnson et al 2007 ,Neutral
In this section we give a brief overview of generalized expectation criteria GE Mann and McCallum 2008 Druck et al 2008 and explain how we can use GE to learn CRF parameters with estimates of feature expectations and unlabeled data ,Neutral
 Furthermore as stated in  29 the RTSCTS mechanism does not resolve completely the HT problems in multihop networks ,Positive
At the Medium and High settings CodeSurfer performs extensive pointer analysis using the algorithm proposed by Fahndrich et al 1998 which implements a variant of Andersens pointer analysis algorithm Andersen 1994 this includes parameter aliasing ,Positive
The MEAD summarizer Radev et al 2002 is based on sentence extraction and uses a linear combination of three features to rank the sentences in the source documents ,Neutral
Boardman et al 1999 developed the PHONET model to quantify how T and S working memories can use asymmetric TtoS gain control to create rateinvariant representations of individual speech syllables or words ,Neutral
 In our earlier work Frstenau and Lapata 2009 we acquire new training instances by projecting annotations from existing FrameNet sentences to new unseen ones ,Neutral
We use the method of Wood and Chan 1994 to generate an fBm field with H06 and 217 points ,Positive
These values were also used for the standard updating system SPused in CPSOVQO PSOTPC PSOSPC and PSOSDPC For HPSOTVAC we set cucl 2505 based on the paper 13,Neutral
 Xiep et al and Liu et al are significantly limited by the lack of supporting cyclic dependencies and do not consider any mission impact relations Chung et al 2013 consider a probabilistic approach as well to determine the likelihoods of explicit attack paths ,Negative
stituent alignments  ,Neutral
As large corpora became available it became clear that simpleMarkovmodel based stochastic taggers that were automatically trained could achievehigh rates of tagging accuracy Jelinek 1985,Neutral
The ISO standard 42010 ISOIECIEEE 2007 stipulates that architectural description of the system is organized into one or more constituents called views and a view is a partial representation of a system from a particular viewpoint which is the expression of some stakeholders concerns,Neutral
In the original voting study that introduced the concept of opinion leader Lazarsfeld and colleagues wrote that opinion leaders were the interested highly articulate voters who gave political advice or even tried to convert other citizens 52 ,Positive
 Similar to VavreÄka and FarkaÅ¡ 2014 and Morse et al 2015 we argue that the cooccurrence of sensory inputs is a sufficient source of information to create robust multimodal representations with the use of associative links between unimodal representations that can be incrementally learned in an unsupervised fashion ,Positive
Formalization may be a first refinement of the informal requirements VDIVDE 3694 2008 ,Neutral
In a finite dimensional setting with p  1 the minimization problem 40 has received a lot of attention during the last years under the name of compressed sensing see 781016 18202657,Neutral
Typically the goal of such methods is to build a generic model that is applicable for all possible scenarios and tasks eg Leibe et al 2008 Felzenszwalb et al 2008 Dalal and Triggs 2005,Positive
The overlap between different types of opinion leaders is consistent with extant literature 43,Neutral
We have computed the BLEU score  accumulated up to 4grams    the NIST score  accumulated up to 5grams    the General Text Matching  GTM  Fmeasure  e  12    and the METEOR measure  ,Neutral
We trained a 5gram language model from the provided English monolingual training data and the nonEuroparl portions of the parallel training data using modified KneserNey smoothing as implemented in the SRI language modeling toolkit Kneser and Ney 1995 Stolcke 2002,Positive
To demystify this inconsistency we find that SVT 30 convergences too early in handling a largescale imperfect human motion matrix in these two cases where the total frame numbers are 4840 and 4905,Neutral
The existing results are mainly concerned with the existence theory of 2 and with the question of convergence which asks whether solutions of 2 converge to a solution of 1 as ,Positive
We empirically compared our tagger with Eric Brills implementation of his taggerand with our implementation of a trigram tagger adapted from the work of Church1988 that we previously implemented for another purpose,Positive
Many GObased semantic similarity measures have been proposed for protein functional similarity 2829101132 giving rise to applications in protein classification and proteinprotein interactions 41129 gene proritization 117 and many others reported in 76 p2,Positive
On the other hand motion estimation is the process of estimating the configuration of the underlying kinematic or skeletal articulation structure of a person 34 ,Neutral
From experimental and analytical evidence some authors have found that information sharing alone cannot eliminate the bullwhip effect Chen et al 2000a Croson  Donohue 2006 Ouyang 2007 Sodhi  Tang 2011 ,Neutral
Therefore exploring diverse perspectives eg as advocated by Checkland 1981 may lead to the identification of alternative possible ways of bounding a contextual analysis Ulrich 1994,Neutral
 Lee et al 1997 and Chen et al 2000a argued that bullwhip increases in leadtime as did Steckel Gupta and Banerji 2004 and Agrawal Sengupta and Shanker 2009,Neutral
The possibility that synchronization increases with frequency is commensurate with invitro cell recordings  Rocha Doiron SheaBrown JosicReyes2007 and computer simulation of both integrate and fire and Hodgkin Huxley type models  Chawla Lumer Friston 1999,Neutral
Whilst the socalled semiurban installations for example at Hartlepool and Heysham in the UK could reduce operational and transmission costs they pose a greater risk to the nearby population and therefore require detailed emergency planning,Negative
Systems were optimized on the WMT08 French nglish development data 2000 sentences using minimum error rate training Och 2003 and tested on the WMT08 test data 2000 sentences ,Positive
However their parser was not incremental it used global features such as the number of turn changes Also it focused strictly in interpretation of input utterances it could not predict actions by either dialog partner,Negative
However the synchronization process itself is not implemented using balanced excitation and inhibition among IF cells as in Hopfield and Brody 2001 but is rather described at the level of phase dynamics ,Negative
 Crick and Koch 1990described two forms of consciousness a very fast form linked to iconic memory and a slower one wherein an attentional mechanism transiently binds together all those neurons whose activity relates to the relevant features of a single visual object ,Neutral
Su et al 19 and Davidson 20 used two point correlations of velocities to quantify how many cells are resolving the large structures,Positive
Table 4 shows the linguistic features of the resulting model compared to the models of Carroll and Rooth     and Charniak  2000  ,Neutral
Predictive analytics whilst regarded by many to be an evolution of the approaches of data mining and machine learning Agosta 2004 Shmueli  Koppius 2011 still has suﬃcient commonality with these disciplines so as to make a complete distinction problematic,Positive
In our research we are concerned only with summaries of technical articles whichare called abstracts In this context two main types of abstracts are considered ANSI1979 ERIC 1980 Maizell Smith and Singer 1971,Neutral
Unanticipated software changes according to Buckley et al 2005 are not foreseen during the development phase but they are frequently undertaken at short notice during commissioning and operation in order to eg clear defects in other disciplines such as an unexpected behavior of the mechanics ,Neutral
Simulators have been used in many different fields to overcome the difficulty of executing repeatable and reproducible experiments Early research into distributed systems  10 and grid computing  11 used simulators as well as the more recent field of cloud computing  1214,Neutral
There are a number of possible methods models practices or tools for every TDM activity Li et al 2015a They have been developed and suggested in the literature but they lack empirical evidence of their usability and functionality ibid ,Neutral
We give some further definitions following Ukkonen 29  The qgram profile of a string x is the vector G q  x  where q  0 and G q  x  v  denotes the total number of occurrences of q gram v ∈  q in x ,Neutral
For instance several neurophysiological studies have evidenced strong interaction between the visual and motor representations more specifically including the STS parietal cortex and premotor cortex see Giese  Rizzolatti 2015 for a recent survey with higher activation of neurons in the motor system for biomechanicallyplausible perceived motion sequences  Miller  Saygin 2013,Neutral
The features used in this study are  the length of t  a singleparameter distortion penalty on phrase reordering in a  as described in   phrase translation model probabilities  and 4gram language model probabilities logp  t   using KneserNey smoothing as implemented in the SRILM toolkit ,Neutral
In many NLP applications there exist rich relations among objects and recent work in statistical relational learning Getoor and Taskar 2007and structured prediction Bakir et al 2007 has shown that leveraging these can greatly improve Accuracy ,Positive
A known weakness of MI is its tendency to assign high weights for rare features    and Basque   which pose quite different and in the end less severe problems  there have been attempts at solving this problem for some of the highly inflectional European languages  such as     Slovenian       Czech  and   five Central and Eastern European languages   ,Positive
Hartung et al2010 present an approach for generating so called semantically enriched evolution mappings between two versions of an ontology,Neutral
Experiencedriven development plays a crucial role in the brain Nelson 2000 with topographic maps being a common feature of the cortex for processing sensory inputs Willshaw  von der Malsburg 1976,Positive
In 2007 ChinaCache deployed about 500 cache servers in 8 districts of China out of which 50 are the core service nodes responsible for live streaming and over 400 edge caches deployed in a close proximity to users 117,Neutral
Third this probabilistic framework allows us to search the space of all possible entities while Soon et al 2001 Ng and Cardie 2002 take the best local hypothesis ,Neutral
1 is the automation of a business process in whole or part during which documents information or tasks are passed from one participant to another for action according to a set of procedural rules 32,Neutral
The second one SYS2 is a reimplementation of a phrasebased decoder with lexicalized reordering model based on maximum entropy principle proposed by Xiong et al 2006 ,Neutral
The chunker is trained on the answer side of the Training corpus in order to learn 2 and 3word collocations  defined using the likelihood ratio of  ,Neutral
It is a variant of the batchbased Bloomier filter LM of Talbot and Brants 2008 which we refer to as the TBLM henceforth,Neutral
[Mani et al 1999] employed rules such as the referencing of pronouns with the most recently mentioned noun phrase However this might be inappropriate in MDS where the use of multiple documents increases the number of possible entities with which an anaphor could be referenced ,Negative
From a cognitive angle corpusbased models hold promise as simulations of how humans acquire and use conceptual and linguistic information from their environment Landauer and DuMais 1997 ,Neutral
In Section 5 we have derived quantitative estimates convergence rates for the difference between x  and minimizers  in terms of a generalized Bregman distance,Positive
In this regard both Stermans 1989 and Lee et al 1997 explanations are inadequate since the cost assumptions in both approaches inherently induce amplification ,Negative
As modern systems move toward integrating many features   resources such as this will become increasingly important in improving translation quality ,Neutral
 Finally although we target NFV applications that use the native Linux driver for IO we also deployed the same router using FastClicks DPDK DPDK 2016 IO elements using the DPDK network driver to examine the highest achievable performance,Positive
 Derouault and Merialdo 1986 have used these techniques but the necessary human effort is still considerable ,Neutral
Research on Statistical Machine Translation SMT has shown substantial progress in recent years ,Positive
Moreover in 17 Tatsumi et al presented a sufficient condition for chaoticity of the system used in CPSOVQO and showed that the parameter values in the system can be selected by utilizing its bifurcation diagram,Neutral
In the remaining part of the paper following the parallel with the tropical rank considered by Develin Santos and Sturmfels 7 in the maxplus algebra we investigate how our notion of dimension relates with the notion of strong regularity in maxmin algebra For ABdm1 the ith column will be denoted by A¢i,Positive
The tag Ngram probabilities and both the scheme and its application to these two tasks are described in detail in Samuelsson 1996 where it was also shown to compare favourably to deleted interpolation see Jelinek and Mercer 1980 even when the backoff weights of the latter were optimal ,Neutral
The 746 final accuracy on apartments is higher than any result obtained by Haghighi and Klein 2006 the highest is 741 higher than the supervised HMM results reported by Grenager et al 2005 744 and matches the results of Mann and Mc Callum 2008 with GE with more accurate sampled label distributions and 10 labeled examples,Negative
Grefenstette 1998 proposed to remove phrases in sentences to produce a telegraphic text that can be used to provide audio scanning service for the blind ,Neutral
This kind of maturity as a concept has been applied to other processes and domains as well De Bruin et al 2005,Neutral
Note that this early discarding is related to ideas behind cube pruning   which generates the top n most promising hypotheses  but in our method the decision not to generate hypotheses is guided by the quality of hypotheses on the result stack ,Neutral
This model together with other analogous models eg Bogacz et al 2006 is very important as it allows the reproduction of the reaction times often recorded in psychological experiments Caligiore et al 2010 2008 Erlhagen  Schner 2002 ,Positive
The system was tested against 26711 words of newspaper text from The Wall Street Journal The Economist and Today all taken from the 200million word Bank of English corpus by the COBUILD team at the University of Birmingham England see also Jirvinen 1994 ,Neutral
Ong 2000 discusses the facilitative effects of strong social capital and Alberts 2007 documents the negative effects of participant inexperience and ignorance of technical issues,Neutral
Indeed it has been reported in  31 that the presence of middle boxes is a challenging issue,Neutral
The basic setup is identical to the one described in Dugast et al 2007 ,Neutral
To reduce the knowledge engineering burden on the user in constructing and porting an IE system  unsupervised learning has been utilized  eg Riloff   Yangarber et al ,Positive
Alternatively such techniques utilise automated conversational agents Huber et al 2009 which do not scale and are not very effective due to the challenges of imitating human conversational behaviour ,Negative
Wireless Mesh Sensor Networks WMSNs comprise a technological field that has arisen as the natural evolution from the conventional Wireless Sensor Networks WSNs composed of only a few nodes to largescale networks in which sources and destinations are interconnected through different paths of intermediate nodes forming a mesh layout  1,Neutral
to the pairwise TER alignment described in  We obtain aligned parallel sentences and the phrase table after the training of Moses  which includes running GIZA     growdiagonalfinal symmetrization and phrase extraction  ,Neutral
In addition many elderly people prefer to grow old in the privacy of their homes rather than in a nursing home On the other hand willingness for informal care by relatives is decreasing This is partly due to the fact that women and men are both working Tarricone  Tsouros 2008,Neutral
Both services are designed to be integrated in a middleware for adaptive applications development  21 although in this paper we focus on presenting the details of how the DRS accomplishes the runtime reconfiguration of mobile applications ,Neutral
While significant time savings have already been reported on the basis of automatic pretagging  eg  for POS and parse tree taggings in the Penn TreeBank   or named entity taggings for the Genia corpus    this kind of preprocessing does not reduce the number of text tokens actually to be considered ,Positive
 Introduction The field of machine translation has seen many advances in recent years  most notably the shift from wordbased  to phrasebased models which use token ngrams as translation units  ,Positive
 First previous methods for computing lexical chains have either been manual Morris and Hirst 1991 or automated but with exponential efficiency Hirst and StOnge 1997 Barzilay and Elhadad 1997 Because of this computing lexical chains for documents of any reasonable size has been impossible ,Negative
Despite ME theory and its related training algorithm  do not set restrictions on the range of feature functions1  popular NLP text books  and research papers  seem to limit them to binary features 4 Conclusions Compared with other word alignment algorithms   word_align does not require sentence alignment as input  and was shown to produce useful alignments for small and noisy corpora ,Negative
To quickly  and approximately  evaluate this phenomenon  we trained the statistical IBM wordalignment model 4  1 using the GIZA   software  for the following language pairs  ChineseEnglish  Italian English  and DutchEnglish  using the IWSLT2006 corpus  for the first two language pairs  and the Europarl corpus  for the last one ,Neutral
We also argue against Church's position supporting the claim that more attention needs to be paid to contextual information for partofspeech disambiguation Tzoukermann et ai 1995 ,Neutral
Introduction Recent works in statistical machine translation  SMT  shows how phrasebased modeling  significantly outperform the historical wordbased modeling    ,Positive
The parameter rmax was set to 5 in all tests based on the observation in 5 that larger radii severely increase the computational cost and number of descriptors without a significant gain in the classification performance,Neutral
Finally  it should be noted that in the current implementation  we have not applied any of the possible optimizations that appear in the literature  to speed up normalization of the probability distribution q These improvements take advantage of a models structure to simplify the evaluation of the denominator in  1  ,Neutral
Veale  used WordNet to answer 374 multiplechoice SAT analogy questions  achieving an accuracy of 43   but the best corpusbased approach attains an accuracy of 56   ,Positive
Schiller 1996 describes the general architecture of the tool for noun phrase markup based on finitestate techniques and statistical partofpeech disambiguation for seven European languages ,Neutral
The only instance even vaguely like this that I know of is the Boosting family of algorithms—the existence of which was predicted by studies in computational complexity theory 14 and discovered later by Schapire 15 ,Neutral
 Introduction Chinese Word Segmentation  CWS  has been witnessed a prominent progress in the last three Bakeoffs      Of particular interest are lexicalized parsing models such as the ones developed by  and Carroll and Rooth  998  ,Positive
For each training direction  we run GIZA     specifying 5 iterations of Model 1  4 iterations of the HMM model   and 4 iterations of Model 4 To set the weight vector w  we train twenty averaged perceptrons  on different shuffles of data drawn from sections 0221 of the Penn Treebank ,Neutral
In Weiss and Provost 2003 it was found that the naturally occurring class distributions in the 25 data sets looked at often did not produce the bestperforming classifiers ,Positive
In our experiments we use the ASSERT parser Pradhan et al 2004 an SVM based semantic role tagger which uses a full syntactic analysis to automatically identify all verb predicates in a sentence together with their semantic arguments which are output as PropBank arguments Palmer et al 2005 ,Neutral
More specific and thus more efficient classifiers avoiding these problems can be trained using classifier grids eg Grabner et al 2007 Stalder et al 2009 Roth et al 2009,Positive
Jokinen and Ukkonen 15 showed the following bound which is directly applicable to the Levenshtein distance Lemma 1 15  Let x and y be strings with Levenshtein distance k Then at least  x   1 k  1 q of the  x  q  1 qgrams of x occur in y,Neutral
Without being exhaustive we cite some papers dealing with the FayHerriot model Prasad and Rao 1990 Datta and Lahiri 2000 Das et al 2004 Gonz¡lezManteiga et al 2010 Jiang et al 2011 Datta et al 2011a and Kubokawa 2011 gave tools for measuring the uncertainty of modelbased small area estimators,Positive
Lorigo et al 2006 in an extension of the work in Pan et al 2004 used scanpath fixations patternfinding to compare the differences in gender and task type during a web search,Neutral
This paper describes a computationally efficient method to estimate probability distributions based on the recent work by Bernacchia and Pigolotti 2011 ,Positive
