Text,Sentiment
Tool support is fully available and is already tested with an Eclipse as a large product line example Pleuss et al 2012 But again multidisciplinary feature modeling is not considered,Negative
The state merging operation and corresponding LRTs are studied in detail in Edwards and Ankinakatte in press It is shown that the tests are closely related to standard LRTs of independence  in twoway contingency tables,Neutral
More precisely in 18 it is proved that cavitation can only occur in the divergent part of the gap ie the region where dhdt0 and that the cavitated area is a connected one ,Positive
Another simple and straightforward approach by Daubney et al 41 was the sparse set of features for pose estimation in lowlevel motions ,Neutral
The authors in 1012 investigated optimal preview control for systems with multiple sampling rates by using the discretetime lifting technique,Neutral
This validation approach is similar to the ones adopted by other simulators such as NetworkCloudSim  9 iCanCloud  14 and Grozev and Buyya  35,Neutral
Based on the method a kind of switching controller for discrete time system was proposed 32,Neutral
A number of methodologies and software packages often referred to as Decision Support Systems have been developed to aid this Bartzis et al 2000 French 1996 Geldermann et al 2009 Hmlinen Lindstedt  Sinkko 2000 Hoe  Mller 2003 Landman PslerSauer  Raskob 2014 OECDNEA 2000 Papamichail  French 2005 Wex Schryen Feuerriegel  Neumann 2014 ,Neutral
From Proposition 43 we now obtain that xkk N weakly converges to x and xk pp x pp Thus in fact the sequence xkk N strongly converges to x see 44 Corrollory 5219,Neutral
Assuming a stationary camera which is a reasonable constraint for most applications using scene specific information can help to reduce the number of false alarms eg Hoiem et al 2006,Neutral
As Rayner 2009 pp 1484 points out equivalents between visual search and scene perception are greater than with reading in that visual saliency plays a greater role in directing fixations,Neutral
According to data mining practitioners 20 data preparation1 can take up to 80 of the modelling efforts and is crucial for development of wellperforming models,Positive
The ADC which quantifies overall diffusion occurring within each voxel and is affected not only by the volume of the extravascular extracellular space but also by its spatial configuration is able to detect early microstructural tissue changes associated with cell death 46,Positive
The first problem was addressed in Roth et al 2009 where the main idea was to further increase the stability and to speed up the computation by a combination of two generative models in parallel a pretrained model for the positive class and an adaptive model for the negative class,Positive
The Amari error 2 which is another permutationinvariant measure of similarity is also provided,Neutral
Electronic commerce performs better than the traditional market in acquiring customers 77 ,Neutral
The approaches to motion estimation are biomechanical based 57 silhouette based 2361112 and image based 14810 A biomechanicalbased approach involves tissue analysis and bone and joint location which requires expensive devices and equipment,Neutral
For instance in the fields of Natural Language Processing NLP and IR ontologybased semantic similarity measures have been used in Word Sense Disambiguation WSD methods 92  text similarity measures 86 spelling error detection 20 sentence similarity models 446691 paraphrase detection 36 unified sense disambiguation methods for different types of structured sources of knowledge 73 document clustering 31 ontology alignment 30 document 74 and query anonymization 11 clustering of nominal information 910 chemical entity identification 40 interoperability among agentbased systems 34 and ontologybased Information Retrieval IR models 5562 to solve the lack of an intrinsic semantic distance in vector ontologybased IR models 23 ,Neutral
Many GObased semantic similarity measures have been proposed for protein functional similarity 2829101132 giving rise to applications in protein classification and proteinprotein interactions 41129 gene proritization 117 and many others reported in 76 p2,Positive
Analogy based size estimation is commonly used for prediction in all the methods mentioned above Idri et al 2015 Shepperd and MacDonell 2012 ,Neutral
Since we are using a larger corpus than Pad et al 2007 who train on the BNC a fairer comparison might be the one with our alternative models that are all outperformed by DM by a large margin ,Negative
developing a new collaborative evaluation approach in partnership with regional council staff responsible for facilitating community engagement in sustainability initiatives Hepi et al 2008,Neutral
Aristidou et al 1 used Kalman Filters to estimate missing markers in realtime without the support of any human model However the filtered human motion exhibits visible short latency ,Neutral
 Duschl et al 2014 attempt to reveal the reasons behind the errors especially in module creation in the above mentioned study conducting interviews after the experiments,Neutral
In this paper we focus on the chaotic PSO exploiting a virtual quartic objective function based on the personal and global best solutionsCPSOVQO17,Positive
Hartung et al2010 present an approach for generating so called semantically enriched evolution mappings between two versions of an ontology,Neutral
Although the research carried out by Toms  Campbell 1999a 1999b Toms Campbell  Blades 1999 Toms 2001 and then Watt 2009 chap 8 seems to indicate a leaning towards one process or another Watt Ecological and Toms Constructivist the latter does explore Ecological in her thesis Toms 1997 it may emerge that they are both correct or indeed wrong but for different information searching tasks and in different contexts,Neutral
However  59 has raised an important concern with respect to ISPfriendly peerassisted design suggesting that localizing ISP traffic may negatively impact the quality of service ,Neutral
The proposed method was compared with another approach proposed by Jiang et al 2007 who also exploit the textural features which is followed by the spatial analysis Not only do the results indicate that our method outperforms the alternative algorithms but also the gain attributed to the spatial analysis is larger than in case of processing raw skin probability maps,Negative
These data providers are described in detail in Section 3 of a survey by Wagner et al 2015 Both approaches static and dynamic analysis yield patterns and rules which are later used for malicious software detection and classification,Positive
Others perform the division implicitly without discussing performance eg Cutting et al 1992 ,Negative
Although our interest here is mostly theoretical it is also motivated by the theory of fuzzy sets 27 which has numerous applications in computer science and decision theory,Positive
It lasted one hour on average and encompassed five analysis tasks the system usability scale questionnaire SUS  Brooke1996 and a semistructured interview,Neutral
For example the eWOM company BzzAgent measures engagement as the number of likes comments and retweets a consumers post receives 9 ,Neutral
Composition is driven by the clients preferences 30 environment context 3132 or service context ie current expert context 33,Positive
The constructivists assert that the final goal in the perception process is recognition which would require intense cognitive processing for example Gregory 1980 and his theory of perceptual hypothesis ,Neutral
A complementary approach has been proposed in Herold and Mair 2014which uses a metaheuristic to efficiently search for violations of architectural compliance rules and to propose a sequence of repair actions to remove the identified violations automatically,Neutral
A classical example of this phenomenon was reported by Repp 1980 Repp constructed VCCV syllables from the syllables ib ga and ba to form ibga and ibba,Neutral
The general identity resolution approach of pairwise comparison is supported even more broadly by similar approaches in other domains of security analytics  Zhang et al 2016,Neutral
Although a similar technique was successfully used by Qamar and Sanghi 19 the approach does not appear to have been widely adopted as an alternative to projection techniques ,Negative
Requirements engineering in general includes the activities of identifying documenting verifying and validating coordinating and managing requirements Pohl  Rupp 2011 ,Positive
Circular molecular structures are abundant in all domains of life bacteria archaea and eukaryotes and in viruses Exhaustive reviews of circular molecular structures can be found in 7 and 14 ,Positive
Sozio and Gionis describe the community formation problem 6 Given a set of fixed members the approach expands the team up to a maximum upper size boundary such that the communication cost within the community remains small,Neutral
As Cole et al 2010 found different tasks during reading comportment enabled the switching between skimming and reading behavior and are inherent indicators of the present task ,Positive
Recently an analysis of the turbulent kinetic energy on a 2D plane of a 3D LES simulation revealed that less than 40 of the turbulent kinetic energy TKE on the plane would be captured within the structures identified by the lowest possible cut off Qcriterion 18,Positive
Similarly the peerassisted content delivery system may benefit from redirecting streaming requests to CDNs in emergency cases when no sufficient upload bandwidth is available among the peers to meet playback deadlines 112,Negative
General guidance on tuning the feedback parameters is given by Balakrishnan Geunes and Pangburn 2004 Papanagnou and Halikias 2008 Graves Kletter and Hetzel 1998 and Boute and Van Miegham 2015 describe other proportional ordering policies,Neutral
 In addition the Request to Send Clear to Send RTS CTS mechanism commonly used in IEEE 80211based networks  27 is also employed right before exchanging data acknowledgment ack messages ,Negative
 We use a version of CAM4 that includes the Model for Prediction Across Scales atmospheric MPASA dynamical core which predicts the evolution of the atmosphere by evaluating conservation laws eg conservation of mass momentum etc on a centroidal Voronoi tessellation of the sphere Rauscher et al 2013 Skamarock et al 2012,Neutral
The technique improves on 36 by adding a processing step ,Positive
Several recent efforts to invert large sparse matrices using a series of computational tricks show promise though they are still extremely computationally expensive 412,Negative
Many works introducing similarity measures or IC models during the last decade have only implemented or evaluated classic ICbased similarity measures such as the Resnik 108 Lin 70 and JiangConrath 52 measures avoiding the replication of IC models and similarity measures introduced by other researchers ,Negative
However while it is useful to identify ‘common denominators and assess methods against these this does not help in evaluating the unique attributes of methods that might make them complementary rather than competing,Negative
We set w0 in SP and if the absolute value of jth component of the velocity of a particle i is sufficiently smallvijtεR then vijt is reset by a randomized number uniformly selected from −VmaxVmax to avoid being trapped at undesirable local minimum similarly to HPSOTVAC 13,Positive
To be effective in viral marketing campaigns companies must identify opinion leaders properly and then let them communicate information to their followers 43,Neutral
However composite operations are not limited to refactorings they may be used to implement any kind of inplace model transformation for a specific purpose such as model completion  Sen et al2010 refinement  Ruhroth and Wehrheim 2012 and evolution  Meyers and Vangheluwe 2011,Neutral
It is helpful for applications with 2Dblock representations while choosing an appropriate block size by estimating cache misses but is not completely general,Negative
What is clear from the literature however is that only a very small minority of studies eg Valacich and Schwenk 1995a Halvorsen 2001 Rouwette et al 2011 seek to compare between methods or across case studies undertaken by different researchers,Neutral
Network effects can accrue from direct externalities whereby utility increases as the number of users consuming increases and indirect externalities whereby the demand for a product depends on the existence of another product  Katz and Shapiro 1985,Neutral
The least square support vector machine LSSVM proposed by Suykens Van Gestel De Brabanter De Moor and Vandewalle 2002 is a further adaptation of Vapniks original SVM formulation which leads to solving linear KKT KarushKuhnTucker systems rather than a more complex quadratic programing problem,Positive
Managers spend up to one fifth of their working time with conflict resolution and negotiation 1563 ,Neutral
Not surprisingly the majority of research efforts in peerassisted content delivery literature have focused on developing strategies for improving quality of service in terms of reducing startup delay and playback delay 394153586598112,Neutral
Surveys on challenges and success factors for agile projects in general have been conducted eg Chow and Cao 2008,Neutral
 A modern perspective on this divide is given by Jogalekar 9,Neutral
1 1Stephen Elop the former Executive Vice President of Microsofts Devices and Services and at the time of the comment the CEO of Nokia Corporation speech at D9 June 1 2011 Hence the sheer number of applications in the marketplace has become increasingly important in marketing new mobile devices see eg Chen 2010Reuters 2012 Lee 2015 Smith 2015,Neutral
Working with a wider range of features Malhotra et al 2012 design an ensemble classifier with subclassifiers relying on individual features such as profile pictures and usernames,Neutral
Consider the famous Lorenz system 60 1x  yxy  xyxzz  zxywhere   are positive parameters,Neutral
Indeed a study on the two leading CDN operators ie Limelight and Akamai demonstrated that significant traffic savings ie up to 6653 for Akamai and 6555 for Limlight can be achieved even if peertopeer traffic is localized within the ISP domains 44 ,Positive
Raghavan and Allan 2007 also propose several methods for learning with labeled features but in a previous comparison GE gave better results Druck et al 2008 ,Negative
The GP method works better than do methods with the transformation and a larger stepsize 16,Positive
 In Kumar et al 2011 UML test case generation approaches from state charts are combined with the aim of making them executable by mapping them to the Testing and Control Notation TTCN3 ,Neutral
Agam Galperin Gold and Sekuler 2007 reported data consistent with the formation of list chunks as movement sequences are practiced thereby supporting the prediction that working memory networks are designed to interact closely with list chunking networks,Positive
Mental rotation has been widely investigated not only incognitive psychology but also in cognitive neuroscience andcomputational modelling Kosslyn 1996 Zacks 2008  ,Neutral
Whilst examples of data mining and machine learning algorithms applied within distributed systems are numerous eg Zaki  Ho 2000 no academic literature on the application of ORMS methods within these new architectures was found,Neutral
The nuclear PolyABinding Protein 1 PABPN1 induces the formation of muscle Intranuclear Inclusions INIs that are the pathological hallmarks of OPMD There is currently no cure for OPMD 24,Neutral
Fuchs et al 2014 conducted a detailed analysis of IEC 611313 code from machine manufacturing industry and introduced an analysis and visualization approach,Neutral
For these reasons the method of Bernacchia and Pigolotti 2011 for estimating PDF distributions should in principle be well suited for such an application because it provides an objective PDF estimate that requires no prior assumptions regarding the underlying distribution ,Positive
Weekly home care scheduling problems are also addressed in eg Borsani Matta Beschi and Sommaruga 2006 Gamst and Jensen 2012 Cappanera and Scutellà 2013 Maya Duque Castro Sörensen and Goos 2015 and Trautsamwieser and Hirsch 2014 while Nowak Hewitt and Nataraj 2013 investigate planning horizons of two to three months anticipating future requests,Neutral
There is a demand for reliable and robust methods for detecting PCD especially for a quantitative measure of texture abnormalities for the purpose of predicting the stages of PCD 13 ,Positive
For calculating the recall precision curves RPC a detection is counted as true positive if it fulfills the overlap criterion Agarwal et al 2004 where a minimal overlap of 50 is required,Positive
Each interviewee held internationally recognised certification in the domain area reaching a minimum level of CREST CRT  allowing level of expertise to be compared and verified to international standards  Knowleset al2016,Neutral
where  is the number of observations in  whose roottosink path in  passes through  and  are the known edge probabilities Note that since each observation in passes through  edges in  psLL is the average value of  obtained when  generates ,Neutral
 Many perceptual inferences including perceiving and drawing inferences are automatically supported at low cognitive costs 834 ,Neutral
Unlike the previous study 66 we analyze a significantly wider range of obstacle factors including not only the traditionally discussed technical challenges such as reliability and QoS but also various other factors including heterogeneity and scale and inhomogeneous distribution of resources among users,Neutral
Interestingly a similar phenomenon between PG and its wholesalers has been documented during 1910s Schisgall 1981 ,Neutral
However the small data and non negativity of dh dt assumptions in 17 are very far from conditions in the present situation ,Negative
The use of skimming and scanning techniques was detected by referring to the 20 possible permutations found in Campbell  Maglio 2001 p 3and Buscher Dengel van Elst and Mittag 2008 scoring was based on the short medium or long movements which were given a particular score whenever they occurred on the X or Y axes gaze point,Neutral
In the field of bioengineering ontologybased similarity measures have been proposed for synonym recognition 24 and biomedical text mining 1498112,Neutral
Whilst these were still essentially GUIs in contrast with the first DSS these dashboards were prepopulated with key performance indicators KPIs designed to speedily convey the critical measures of business performance Few 2006 ,Positive
The resurgence of interest in CEP and SP systems has been accompanied by the use of cloud environments as their runtime platform Clouds are leveraged to provide the low latency and scalability needed by modern applications  57,Neutral
Using precisely the Bertini settings described on the examples page for 3 for all runs we find that regeneration is fastest followed by perturbed regeneration,Positive
 The application of these techniques to classical piezoviscous formulations can be found in 6821 for example ,Positive
Since the proportion of system functionality that is realized by software is increasing Thramboulidis 2010 concepts for supporting automation engineers in handling this complexity are strongly required ,Neutral
Constroid introduced by Schreckling et al 2012 also defines a management framework for employing datacentric security policies of fine granularity ,Negative
Opinion leader WOM has become so important to the pharmaceutical industry that the top 15 drug companies spent a third of their marketing expenditures on opinion leaders in 2004 32 though industry practitioners observe that the practice of identifying opinion leaders is ad hoc 49,Positive
Ghosh et al 1996 proposed a time correlated area level model to estimate the median income of fourperson families for American states ,Positive
NormNet was tested by speakernormalizing and learning steadystate vowel categories from the Peterson and Barney 1952 database with an accuracy similar to that of human listeners,Positive
Kelly and Grossberg 2000 explain stratification percepts including simulations of their conscious 3D surface percept properties ,Neutral
The trick to such methods is choosing an intermediate system fvp which satisfies some necessary properties including that the solutions are smooth ,Neutral
To discover hidden variables and learn their dynamics Li et al 30 built a probabilistic model to estimate the expectation of missing values conditioned on the observed parts  ,Positive
Similarly Sjoberg et al 2013 conducted a largescale study and concluded that code smells are good indicators for assessing maintainability on file level ,Positive
Although the multivariate FayHerriot model 4 can be written in the form of the general linear mixed model considered by Das et al 2004 the approximation of the matrix of mean squared crossed errors is not covered by this paper,Positive
Although replacing selfish selforganising swarming with centrally managed P2P content exchange can improve completion rates considerably 81 for CDNgrade reliability peers would still need to stick around to allow other users in the swarm to complete or to maintain a distributed copy of the entire content item across the set of active users in the swarm,Neutral
ISOIECIEEE 2007 defines an architecture as composed of a the fundamental organization of a system embodied in its components b their relationships to each other and to the environment and c the principles guiding its design and evolution ,Neutral
In this setup the introduced multivariate models contain the models proposed by Esteban et al 2011 as particular cases,Positive
In addition it has been shown in 59 that the weak convergence of a sequence  together with the convergence RukRu imply that ,Positive
A set of manually applied atomic operations having together the intent of a composite operation which is indeed frequently happening in practice  MurphyHill et al2009 cannot be identified because no explicit command has been issued in the modeling environment,Neutral
The independent method to shape models is reported in Hofmann and Gavrila 10 who combined probabilistic singleframe pose recovery temporal integration and texture model adaptation to estimate 3D upper body movements ,Positive
In the context of featureoriented domain analysis Kang et al 1990 introduce feature models for capturing the commonality and variability of variantrich systems by means of features and their interrelations,Neutral
These workflows need a huge yet unpredictable and varying amount of resources and are thusdue to the needed flexibility and scalabilitya perfect match for a Cloud computing application 10,Neutral
Lee and Shin 26 formulated rotation smoothing as a nonlinear optimization problem and iteratively minimized the energy function to smooth the motion,Positive
To this end we take advantage of the local synchronization approaches proposed by studies as  1240 where nodes share their clock with neighbors in coverage area ,Positive
The target of Simulation 2 is to investigate the behavior of the MSE estimator 15 and the three bootstrap alternatives considered by Gonz¡lezManteiga et al 2008b,Positive
Chernobyl the biggest nuclear disaster in history provided extensive information on the economics of a severe nuclear accident Jacob et al 2009 Lochard  Schneider 1992 ,Neutral
The mixture model parameters were estimated with the use of ExpectationMaximization algorithm EM 34 ,Positive
These challenges are not reported in the recent Systematic Literature Review SLR Laukkanen et al 2017 which systematically reviewed the existing literature to identity problems and solutions in adopting CD,Negative
Agam Bullock and Sekuler 2005 reported psychophysical evidence of ItemandOrder working memory properties in humans as they performed sequential copying movements and Averbeck et al 2002 Averbeck Crowe Chafee and Georgopoulos 2003a 2003b reported neurophysiological evidence for such a working memory in monkeys during performance of sequential copying movements,Neutral
The field of numerical algebraic geometry 324 includes a wide array of algorithms for finding and manipulating the solution sets Vf of polynomial systems including both isolated solutions points and positivedimensional solution sets curves surfaces etc,Neutral
Based on this evidence these areas are thought to play a key role in implementing the proprioceptive and visual information integration and transformation supporting the core processes of the dynamic mental rotation processesZacks2008,Neutral
The lower semicontinuity of Wp has for instance been shown in 27 ,Positive
Therefore we used the case study of the Carfast Park et al 2012 test generation tool33Available at httpwwwcarfastorg accessed June 2013 ,Positive
 By creating parameterized motions human action can be altered based on momentary moods that describe emotions such as happiness and sadness 32 ,Neutral
Some peertopeer applications may rely on dedicated nodes to control coordinate and manage content swarm This structure is referred to as partially centralized P2P system  88,Neutral
In  34 the authors present an economic model for PACDNs in which user participation in peerassistance is incentivized via free high quality video offers ,Neutral
K Zimmermann 29 also suggested to develop the convex geometry over wider classes of semirings with idempotent addition including the maxmin semiring ,Positive
In an endeavor to establish a commonly accepted conceptual framework for the rapidly growing number of domainspecific modeling environments the Object Management Group OMG released the specification for Model Driven Architecture MDA  Object Management Group 2005 standardizing the definition and usage of metametamodels resulting in a metamodeling stack as depicted in Fig1,Neutral
The impact of the limited upload bandwidth on peerassisted content distribution has been evaluated in  42 ,Positive
In this paper we prove similar results for the residual method but with a different notation using a type of convergence of sets see for example 41 Section 29,Neutral
the data elimination cum regression imputation approach as reported in Chan et al 62 is applied to eliminate and impute the missing data,Neutral
The field was spawned from the dreams of Artificial Intelligence though the reality has encompassed a far broader scope of study than originally envisioned at the Dartmouth Conference 2,Neutral
It is possible that emergency evacuations and longterm relocations inside these relatively unaffected areas might have caused psychological and economic harm comparable to or even exceeding the potential radiological harm averted by these actions Ahn et al 2015 as arguably was also the case in for a number of evacuations in the aftermath of Chernobyl IAEA 2006 Karaoglou 1996 Walinder 1995,Neutral
In this context most DSPL approaches share some common properties with the Autonomic Computing paradigm  2 AC such as the monitoring of the environment and the generation of successive configurations,Neutral
Typical approaches are selftraining eg Rosenberg et al 2005 Li et al 2007 cotraining eg Blum and Mitchell 1998 Levin et al 2003 semisupervised learning eg Goldberg et al 2008 or the application of oracles1 eg Nair and Clark 2004 Wu and Nevatia 2005,Negative
Determining an initial solution with subspace identification and then refining it with EM is an effective approach 6,Positive
The framework aims at correctbyconstruction design by achieving component composability and compositionality That work later evolved in the conception of the BIP framework Behaviour Interaction Priority Basu et al 2006,Neutral
Perhaps the most basic fact about 3D vision and figureground perception is that its functional units are 3D boundaries and surfaces where these words need to be properly understood ,Neutral
The first order autoregressive demand model AR1 has perhaps been the most frequently adopted Chen et al 2000a Lee et al 1997 2000 amongst others  ,Positive
 Raiffa 56 argues that a negotiation resembles a dance of negotiation partners ,Neutral
First claiming universality for knowledge about systemic PSMs would suggest that this knowledge will remain stable over time However it is clear from the literature eg Rosenhead and Mingers 2004 Shaw et al 2006 Franco et al 2007 that new problem structuring methods are being produced on a regular basis indicating that people are learning from previous practice and are also having to respond to an ever increasing number of unique practical situations,Positive
Model transformations are for instance applied in the common variability language Haugen et al 2008 where the variability of a base model is described by rules how modeling elements of the base model have to be substituted in order to obtain a particular product model ,Neutral
 The provision of the history graph will lead to integrative negotiation behavior resulting in a better bargaining climate 25 ,Positive
A case study does not provide statistical generalizability Yin 2003 ie a case study with a limited number of cases cannot be generalized over a population We however consider generalization as theoretical Lee and Baskerville 2003 ie abstraction from concrete events and actions to theoretical constructs ,Negative
The development of these partial solutions follows a typical product development workflow cp upper part of Fig 1 as described eg in VDIVDE 2206 2004 and is decoupled from the projects on the timeline ,Neutral
For the lower bound it is well known that the diffusive properties of atmospheric models tend to dampen variability for length scales ranging from one grid cell to ten grid cells Skamarock 2004,Positive
Human motion is often represented by the original motion frame or by representing the original motion frames with a parametric or probabilistic model 31,Neutral
The human cortex comprises a hierarchy of spatiotemporal receptive fields for features with increasing complexity of representation  Hasson et al 2008 Lerner et al 2011 Taylor et al 2015 ie higherlevel areas process information accumulated over larger spatiotemporal receptive windows,Neutral
In order to give the KB some knowledge about what to do in specific situations several initial cases are stored in the KB as described in 7 in more detail,Positive
Among those as the user trace collected 61 from LiveSky is revealed 37  are not available for peertopeer distribution and nearly 30  can provide uploading capacity sufficient to serve only one user at a time,Negative
Although CD as a goal a target state is no longer a new idea and has been well documented  Humble and Farley 2010 the adoption journey for CD is not yet a smooth path,Neutral
Jones Farrand Stuart and Morris 1995 reported similar performance characteristics to those of verbal working memory for a spatial serial recall task in which visual locations were remembered ,Neutral
The Xerox tagger is claimed Cutting el al 1992 to be adaptable and easily trained only a lexicon and suitable amount of untagged text is required,Positive
More complex relations called refinement notions between automata exist which can be used to define and check various degrees of consistency Baier and Katoen 2008 Heinzemann and Henkler 2011 Jensen et al 2000 Weise and Lenzkes 1997,Neutral
DroidForce proposed by Rasthofer et al 2014 relies on the Soot framework for analysing and instrumenting an app to enforce a security policy ,Negative
Each nonword matched one of the words action verbs in duration intensity and power spectrum but was rendered unintelligible by removing components of the modulation power spectrum using the Modulation Transfer Function MTF algorithm described in Elliott and Theunissen 2009 ,Positive
However the shapebased methods 615 require considerably complex preprocessing steps and also would be useful only when the appropriate shapes of images are available,Negative
We have implemented the approach as an extension to the EvoSuite tool Fraser and Arcuri 2013b and analyze the effects of the different parameters involved in the local search and determine the best configuration,Positive
 Along with Smelcer and Carmel 68 they extend the view of comparative advantages of graphical display formats by showing that the performance difference in terms of time and accuracy increases even with task complexity ,Positive
Different methods are generally good for different things Flood and Jackson 1991 and it is the perceived ‘fit between purpose and method that is important to evaluate a disjunction may be responsible for an attribution of failure,Neutral
We used Levenshtein distance Levenshtein 1966 to measure the similarity of two names and employed Pythons diﬄib library3 for comparisons,Positive
 Recently Khatri et al 28 extended the perspective of cognitive fit for external problem presentations and internal task representations,Positive
Two kinds of SDG slices are used in this paper backward slices and forward slices Horwitz et al 1990 Ottenstein and Ottenstein 1984,Positive
Degroote et al 30 provide a comparison between Kriging interpolation of the solution field and ROMs projected onto basis functions interpolated with respect to the parameter space ,Positive
Unlike the experiments presented in this paper Liang et al 2009 conduct only simulated active learning experiments and do not consider skipping queries ,Negative
Example applications where image retrieval is required include digital libraries and multimedia editing 28 ,Neutral
Wang et al 2009 proposed an extended UCP in that employed fuzzy sets and a Bayesian belief network used to set unadjusted UCP The result of this approach was a probabilistic effort estimation model,Positive
AppGuard introduced by Backes et al 2013 is an app instrumentation framework that runs directly in users device and allows usercentric security policies customisations,Neutral
As we already showed in Roth et al 2009 that the approach is robust even when running in a realworld 247 setup the goal of this paper was to address the problem of shorttime drifting if objects are not moving for a longer period of time,Positive
