Text,Sentiment
"All the corpus-based IC models are derived from the family of â*add1.datâ WordNet-based frequency files included in the [95] dataset, which is a dataset of corpus-based files created for a series of papers on similarity measures in WordNet, such as [93] and [96]. ",Positive
"Alternatively, Toms & Campbell (1999b), in their study, leaned towards the Constructivist (perception for recognition) process, since they aimed to contrast the content (function) and form in order to discover whether readers can perceive and process form on its own or need semantic content to identify it. ",Neutral
"Those DSPL approaches that perform the analysis and derivation of reconfiguration plans at design time are usually based on the definition of a set of eventâconditionâaction (ECA) rulesÂ  [29,20]. An ECA rule includes the event that will trigger a reconfiguration, a condition about the system state that must be evaluated as true, and the reconfiguration plan or actions that have to be executed. The main problem with this approach is that the number of rules could become untreatable, especially if the number of potential configurations is very high.",Negative
One of the most popular DWI segmentation methods assumes that ADC distribution can be represented by a mixture of Gaussian distributions (GMM) where each tissue type is modelled by at least one component [21â25].,Positive
"Now MNOs have started to deploy their own CDN infrastructure for better control and management on the resources and bulk of video traffic [1,2,118]. ",Neutral
"Lochau et al. (2014) propose model-based testing for variant-rich aPS. Based on a 150% UML state chart test model incorporating all variant-specific test models with explicit specification of differences by means of feature annotations, test case generation for the complete system family is applicable in order to test the corresponding PLC control software. In contrast to test case generation for each variant in isolation, their approach exploits the specification of commonality and variability between variants to reuse generated test cases also for other variants. ",Negative
"Qualitative models have traditionally been produced on flip charts using marker pens, but computer-mediated modelling is increasing in popularity, and this can facilitate remotely distributed and/or anonymous stakeholder participation, bringing advantages compared with face-to-face, pen and paper modelling (Er and Ng, 1995; Fjermestad, 2004; Fan et al., 2007).",Positive
"While individuals can arguably expand their social network to include the strangers, Dunbar’s number (150) suggests a cognitive limitation in the number of social relationships that people can maintain [30]. Existing evidence suggests that the Internet does not remove the cognitive/biological constraints on human communication [36].",Negative
Simulated Annealing [47] (SA) and Genetic Algorithms [48] (GA) are two common heuristics suitable for the underlying problem type.,Neutral
"Android is the dominant operating system for mobile devices; it currently has the largest installed base ( IDC,2013) mainly because (a) it supports a huge variety of different devices such as watches, tablets, TV sets, etc., and (b) it provides end-users with a large variety of applications (a.k.a)",Neutral
"In summary, our analysis in this section suggests that, the most promising compromise in mixing advantages of peer-assisted and traditional CDNs to improve QoS has been so far found in bootstrapping video streaming with initial chunks downloaded from CDN nodes and delegating the remaining work to peers [39,65]. ",Negative
Petrucci etÂ al.Â [12] or Bichler etÂ al.Â [13] investigate one general resource constraint and Khanna etÂ al.Â [14] only focuses on response time and throughput.,Negative
"For instance, VavreÄka and FarkaÅ¡ (2014) presented a connectionist architecture that learns to bind visual properties of objects (spatial location, shape and color) to proper lexical features. These unimodal representations are bound together based on the co-occurrence of audiovisual inputs using a self-organizing neural network. Similarly, Morse, Benitez, Belpaeme, Cangelosi, and Smith (2015) investigated how infants may map a name to an object and how body posture may affect these mappings. ",Positive
"The SetNet software is available from [1] along with all of the study material and a video preview of our work. This includes the diagrams, questions and the performance data collected. The studyâs diagrams are also available as supplementary material.",Positive
Gong et al. proposed two parameters reduction algorithms based on bijective fuzzy soft set system [14].,Neutral
"On the other hand, there are systems for “Malware Classifica-tion” which support the comparison of many samples to identify the common behavior (e.g., Gove et al., 2014; Han et al., 2014; Long et al., 2014). For example, Wüchner et al. (2014) pro-posed the interactive “DAVAST” system for the detection and analysis of email worm attacks. Additionally, Gove et al. (2014) introduced “SEEM”, which allows the behavioral comparison of a large set of malware samples in relation to the imported DLLs and callback domains. However, none of these approaches covered the full set of requirements as specified by Wagner et al. (2014) during their problem characterization and abstraction. ",Negative
"Until the end of 2013 only one pa-per had been published in this journal, which was primarily focused on a very specific application of financial modelling (Gosh & Troutt, 2012). ",Positive
"We recommend that companies implement online user review systems using Amazon’s patented design [8], and identify the top 1% of communicative, buzz-generating, and trustworthy eWOM opinion leaders among users by measuring eWOM volume, feedback received, and helpful votes received. ",Neutral
The version of Outex database used here is the suite Outex_TC_00013 in [13] and contains 1360 colour images (here converted to a grey-scale) captured under controlled conditions of illumination and imaging geometry. ,Positive
neither general MV-algebras [19] nor even the special case of Łukasiewicz MV-algebra are considered in this paper.,Neutral
 It could be argued that such devices are at prototype stage already with neuromorphic computing [26].,Neutral
"Nevertheless, in Fuchs et al. (2014) and Prähofer et al. (2012) the benefits of static code analysis for IEC 61131-3 software quality improvement are highlighted and an approach for improving compliance to programming conventions and guidelines is proposed,",Neutral
"To increase the quality of requirements Rösch et al. (2015) and Teufl and Hackenberg (2015) introduced description of behavior based on MSCs included in the MIRA (Broy and Stølen, 2001) approach and UML SD.",Neutral
"Datta etÂ al. (2002) also recommended the use of univariate methods because they are more simple to implement. This is true. However, once the methods are implemented and available (for example, in R or SAS code), we do not find great usability differences. Our opinion is that univariate models (simpler models in general) are good enough if we have a good set of auxiliary variables. If this is not the case, then more complex models, that takes into account additional data relationships, might provide estimators with a sensible gain of precision.This paper introduces multivariate FayâHerriot models for estimating small area parameters. ",Negative
"In particular, Cao et al. (2011) developed the positional ARTSCAN, or pARTSCAN, extension of the ARTSCAN model to explain how these additional object category invariances can be learned. They have used this extended model to simulate neurophysiological data of Li and DiCarlo (2008; see also Li & DiCarlo, 2010) which show that features from different objects can be merged through learning within a single invariant IT category when monkeys are presented with an object that is swapped with another object during an eye movement to foveate the original object.",Neutral
"According to the latest survey ( VersionOne, Inc, 2016), 62% of the almost 4000 respondents had more than a hundred people in their software organization and 43% of all the respondents worked in development organizations where more than half of the teams were agile",Neutral
" In this sense, advances in WMSNs over the next few years will be addressed to the design, development and integration of all these capabilities into a single standard mesh solution which, in turn, will ensure a strong boost of this technology in a wide range of areas, such as automation and control (home and industrial), environmental surveillance, precision agriculture, traffic monitoring, or health servicesÂ  [1].",Positive
In this section we consider several examples where perturbed regeneration provides some benefit. All runs made use of Bertini 1.4 [2]. All reported timings except those of the last example come from runs on a 3.2GHz core of a Dell Precision Workstation with 12GB of memory.,Neutral
"Analogy based size estimation is commonly used for prediction in all the methods mentioned above (Idri et al., 2015; Shepperd and MacDonell, 2012). ",Neutral
" The nearest approximation we are aware of is Scheelen etÂ al. (2012), who investigated a single company by connecting with followers on LinkedIn, where the social media structure is based around employment.",Positive
"Secondly, there have been many efforts to provide decision support and automation in ‘real-time’ (e.g. Davenport & Harris, 2007; Niedermann, Radeschütz, & Mitschang, 2011). ",Positive
"A case study does not provide statistical generalizability (Yin, 2003), i.e. a case study with a limited number of cases cannot be generalized over a population. We, however, consider generalization as theoretical (Lee and Baskerville, 2003), i.e. abstraction from concrete events and actions to theoretical constructs. ",Negative
"In this paper we introduce the notion of dimension of a maxâmin convex set and show that it is equivalent to a notion of matrix rank based on the strong regularity for the matrices in maxâmin algebra [2].Since the maxâmin convex combinations also appear as mixtures of possibilistic measures in the framework of Dubois and Prade's possibility theory [8], this paper can be seen as a contribution towards the geometry of such mixtures.",Positive
The regenerative cascade of [10] provides an equation-by-equation approach to computing the numerical irreducible decomposition of the solution set of a polynomial system.,Neutral
"We applied the self-adaptive differential evolution (SADE) [2] to the six benchmark problems, which is one of the differential evolution (DE)[14], a popular metaheuristic method for the continuous global optimization.",Positive
"Grossberg (1978a, 1978b) introduced a neural model of working memory upon which the more recent models listed above consistently built.",Neutral
"Zefferer and Teufl (2013) propose a solution for device security assessment based on user defined preferences. The use of security policies guarantees that each application that integrates the developed service can define and assess its own critical aspects. In order for such a service to be employed in a given device is required by a third party app to integrate the appropriate controls to the app through the corresponding API. However, researchers have shown that programmers are not taking into consideration in most of the cases security features.",Negative
"In such an environment, even state of the art frameworks such as ClickOS ( Martins et al., 2014) and NetVM ( Hwang et al., 2014) cannot achieve high-performance, as there is a substantial throughput degradation when interconnecting multiple NFs",Neutral
"First, edge-counting measures, the so-called path-based measures, whose core idea is the use of the length of the shortest path between concepts as an estimation of their degree of similarity, such as the pioneering work of Rada etÂ al. [107]. Second, the family of IC-based similarity measures, whose core idea is the use of an Information Content (IC) model, such as the pioneering work of Resnik [108], and the subsequent measures introduced by Jiang and Conrath [52] and Lin [70]. Third, the familiy of feature-based similarity measures, whose core idea is the use of set-theory operators between the feature sets of the concepts, such as the pioneering work of Tversky [124]. And fourth, other similarity measures that cannot be directly categorized into any previous family, which are based on similarity graphs derived from WordNet [122], novel contributions of the hyponym set [43], or aggregations of other measures [75].",Positive
Some authors reported improved target delineation with the use of PET CT [1]. Aminoacid PET CT remains and expensive imaging technology and it is not available to the majority of radiotherapy departments.,Positive
"TD can also occur unintentionally (McConnell, 2007). The reason for unintentional TD can be lack of competence, a need to upgrade existing technologies, or a customer or market -induced need for change",Neutral
"The section then quantitatively considers the existence of coherent dependence clusters and identifies patterns of clustering within the programs. This is followed by a series of four case studies, where qualitative analysis, aided by the decluvi cluster visualization tool (Islam et al., 2010a), highlight how knowledge of clusters can aid a software engineer. ",Positive
"Second, we propose a more generic model of transient synchronization based on a Weakly Coupled Oscillator (WCO) framework (Hoppensteadt & Izhikevich, 1997). WCOs are a standard approach for studying synchronization dynamics (Hoppensteadt & Izhikevich, 1997) and can be derived by applying a phase reduction approach to neurophysiologically realistic neural (Gutkin, Ermentrout, & Reyes, 2005) or neural network (Brown, Moehlis, & Holmes, 2004) models.",Positive
"Many organisations have changed the name oftheir departments to include analytics; such as IBM’sBusiness Analyt-ics and Mathematical Sciences(Sutor, 2013) and Proctor and Gamble’sGlobal Analytics(Ericson, 2006) teams",Neutral
"Other than that, Pretorius and Van Wijk(2009) point out that it is important for visualization designers to ask themselves: What does the user want to see? and What do the data want to be? as well as how these two points mutually enhance one another",Neutral
"In this article, we show that distributed synthesis is undecidable even for the syntactic safety and reachability fragments of LTL [11,6], of ACTL [6], and of their semantic intersection.",Negative
"We found that the vectorized I/O technique (Bhattacharya et al., 2003) introduced in version 2.5 of the Linux kernel permits read-ing/writing frames from/to multiple buffers using a single trans-action. This technique is supported by the standard ixgbe driver and can be exploited by activating the scatter/gather feature of the NIC. Our implementation is released as an open source project (Katsikas, 2016a) on top of FastClick.",Positive
"In order to compare the results with those ones appearing in [12] for the case of a rigid long rolling-cylinder, we introduce the angular coordinate, t, defined by the change of variablex=Rsin(t)",Positive
"The latter aspect concerns, e.g. penalties for deviations from preferred visit times or from the set of preferred nurses. Trautsamwieser et al. (2011) consider seven different terms in the objective function and Hiermann et al. (2015) consider as many as 13 (see Table 1, column “# OF terms”).",Neutral
"Fig.Â 3 shows the three sets of 2D abstract objects, broadly similar to those employed by Hochberg and Gellman (1977), used as stimuli during the mental rotation tasks. The stimuli were coloured in red to improve their detection by the iCubâs camera. They were designed to create different levels of difficulty in the mental rotation task.",Positive
"As another example, Claps et al. (2015) also reported provid-ing more resources to a product’s CI servers as a strategy to adopt CD. However, acquiring more resources was a true challenge for us. Without buy-in by the related stakeholders and their sustained support, we were unable to obtain the required resources.",Positive
"On the other hand, several developmental studies have shown that human infants are able to learn actionâword mappings also in the presence of missing, ambiguous or sometimes contradictory referents using cross-situational statistics (Smith & Yu, 2008). Thus, it would be interesting to evaluate the robustness of the system if the available labels are sometimes inaccurate or in contradiction with previously learned labels. ",Positive
"An alternative is to use subspace identification methods such as N4SID and PCA-ID, which give asymptotically unbiased closed-form solutions [8,27].",Neutral
"At the time that this circuit was published (Cohen, Grossberg, & Stork, 1988), it was not yet understood how speaker normalization might occur, so these acoustic features were simply said to be “invariant”;—that is, speaker-normalized—at the model’s Invariant Feature Detectors level.",Negative
"Huber etÂ al. (2009) make use of an organisation's Facebook presence to automatically identify and target its employees. Their tool gathers public information on members from Facebook, then attempts to expand that information through mechanisms like friend requests. Theoretically, their tool then uses Facebook chat to act as a chat-bot, building a rapport before executing a predefined attack (e.g., sending a link). Their evaluation shows that this scheme is impractical due to the overhead associated with imitating a human conversational partner.",Negative
"Under non-stationary demand it is necessary to perform difference operations on the time series. That is, to measure bullwhip by the variance of order changes instead of the variance of orders itself (West, 1986). ",Neutral
"The process of application of a method is important as well, not just the method as formally constructed (Keys, 1994). For instance, the same basic method may be enacted in quite different ways depending on the preferences and skills of the researcher/facilitator and the demands of the situation at hand.",Neutral
"Existing approaches for enforcement of Android security policies are either hard-coded interfaces with a limited set of enforcement options (Beresford etÂ al., 2011; Zhou etÂ al., 2011), or flexible and fine-grain approaches using a security policy specification language focusing on low level actions (e.g. API invocations or system calls) (Rasthofer etÂ al., 2014). The first type of approach lacks in flexibility since the set of enforcement options is limited, while the second one is too low level in order to be understandable and usable considering the complexity of policies by users.",Positive
"Variability is modelled at different abstraction levels, mostly using feature models (FM)  [3] at the requirements level and UML profiles or Architecture Description Languages (ADLs)  [4-6] at the architectural level.",Neutral
"It lasted one hour on average and encompassed five analysis tasks, the system usability scale questionnaire (SUS) ( Brooke,1996), and a semi-structured interview",Neutral
Relevant aspects of context identified by Jackson and Keys (1984) are the complexity of the issue being addressed using a systemic method and the relationships between the participants. ,Neutral
"This research was born of involvement in the development of three tools for term rewriting, CeTA [18], a certifier for termination and confluence proofs generated by provers, CSI [19], an automated confluence prover, and Image 1 [11], an automated termination prover",Neutral
"Another example is INFORMS’ definitions of analytics as “the scientific process of transforming data into insight for making better decisions” (Liberatore & Luo, 2011, p. 582); which bears close relation to their definition of OR/MS as “the application of advanced analytical methods to make better decisions” (INFORMS, 2013). A clear argument can be made that the definitions are somewhat interchangeable, ergo that partitions between each are ill-defined.",Positive
" Wolf and Senesh [7], on the other hand, proposed a numerical model with no consideration for mechanical properties. They focused on the soft tissue deformation and bone position of the human body using a statistical solid dynamic method. ",Neutral
"Correˆa da Silva et al. [8] presented a lightweight, flexible and user-friendly platform for cross organisational workflow interac-tions. The platform is named JamSession and it can be considered as a meeting point for already existing software components to form new and innovative service systems. JamSession is a user-friendly and light-weight platform, providing an appropriate framework to specify and implement cross organisational work-flow interactions. It uses knowledge-based interaction protocols and predicates to models cross organisational workflows and activ-ities in such away that the workflow definitions are local to the respective workflow management systems, and only the interac-tion protocols are made public. It makes the workflows highly decoupled. While the paper claims that the interaction protocols can be used to specify and execute cross organisational workflows, it only shows examples for the execution of cross organisational workflows. So, it is not possible to deduce whether the interaction protocols can be used for bringing about collaboration among cross organisational workflows at build time.",Negative
 The term attentional shroud for such a form-fitting distribution of spatial attention was introduced by Tyler and Kontsevich (1995).,Neutral
"Working with a wider range of features, Malhotra et al. (2012) design an ensemble classifier, with subclassifiers relying on individual features such as profile pictures and usernames.",Neutral
"For a monograph in conventional convexity see, eg, Rockafellar [25].",Neutral
" Some recent studies have shown that, cache-enabled Device-to-Device (D2D) communication can be helpful in improving spectral efficiency and reducing communication delay [36,77,107]. ",Positive
"Declarative: the expected results of the computation are declared, often using a language similar to SQL. The Continuous Query Language (CQL)  [21] is the most prominent representative of this category.",Positive
Foley et al. (2012) also model why the remainder of a scene does not go totally dark when such a surface-shroud resonance of focused spatial attention forms.,Neutral
"Borgetto etÂ al.Â [21] tackle the trade-off between consolidating VMs on PMs and turning off PMs on the one hand, and attaining SLOs for CPU and memory on the other. ",Positive
" Following [17], we have first selected a subset of voxels by cross-training6 10 Support Vector Machines (SVMs) with linear kernels and then extracting top 200 contribution weights of voxels in terms of their absolute value, from each model.",Neutral
"A similar maturity model to CMM is also adaptable in TDM, where development teams have different TDM maturities in activities and practices. This kind of maturity as a concept has been applied to other processes and domains as well (De Bruin et al., 2005).",Neutral
"Datta et al. [11] showcase a demo for skill-based, cohesion-aware team formation that utilizes common citations for establishing a social network. The authors, however, remain silent on specific details about the actual algorithm to find an optimal team.",Negative
"Urbanek et al., (2015b) described the number of points in the use case scenario as the most significant factor, but the scope of this paper is analytical programing; therefore, this finding is not applicable to MLR.",Negative
"Other ways to construct parsimonious higher-order Markov chain models have been proposed (Raftery and Tavare, 1994).",Neutral
"To date, the managerial and scholarly debate on two-sided mar-kets has followed the logic of the credit card business, where the ab-solute number of merchants accepting a credit card — or the number of applications available in the marketplace — determines the value of the credit card for the end user (see e.g., Chen, 2010; Reuters,2012; Lee, 2015; Smith, 2015). However, this approach considers all appli-cations equal and thus ignores the qualitative aspects of the market dynamics. ",Negative
"We note that our questions align well with five high level criteria suggested by Hjortsø (2004) for the evaluation of PSMs, except that our questions go into much more detail. Hjortsø’s criteria are the extent to which the method is a good fit for the context, and whether it supports (i) mutual understanding; (ii) stakeholder involvement in decision making; (iii) the acceptance, transparency and accountability of decision making; and (iv) the collaborative management of complexity and conflict.",Positive
"Variability modeling in the problem space defines the commonality and variability of a product family in order to specify the valid configuration space i.e., specifying the set of valid software variants (Czarnecki and Eisenecker, 2000). ",Neutral
"For p>=1, the same type of results (Propositions 6.5, 6.7) has also been obtained for âp-Tikhonov regularization in [31,50]. The results for the non-convex case, pâ(0,1), are based on [30], where the same rate for non-convex Tikhonov regularization with a priori parameter choice has been derived (see also [29]). Similar, but weaker, results have been already been derived in [5,28,61] in the context of Tikhonov regularization. In [61], the conditions for the convergence rates result for non-convex regularization are basically the same as in Proposition 6.7, but only a rate of order O(Î²1/2) has been obtained. In [5,28], a linear convergence rate O(Î²) is proven, but with a considerably stronger range condition: each standard basis vector eÎ», Î»âÎ, has to satisfy eÎ»âranFâ.",Positive
"In summary, negotiators provided with the history graph are expected to share priority information and stress social relationships and fairness. They will use fewer hard tactics and make more concessions. In negotiation theory, this behavior is classified as “integrative negotiation behavior” [84,85] and has been shown to have a positive effect on agreement. We hypothesize:",Positive
"“Reusable artefacts are mostly fine-grained and have to be modified on different positions, so that errors are probable and important reuse potential is wasted” (Maga et al., 2011). Reuse is mostly achieved through copy, paste and modification actions (Katzke et al., 2004). Feldmann et al. (2012) identified as reasons for this situation: the multitude of disciplines involved (such as software engineering, automation engineering, mechanical engineering, electrical engineering, safety engineering, perhaps also chemical engineering), and the interdependencies of software modules with mechanical and electrical modules (Jazdi et al., 2011). ",Neutral
"The ARTSCENE model (Grossberg & Huang, 2009) and ARTSCENE Search model (Huang & Grossberg, 2010) illustrate how humans accomplish these goals.",Neutral
According toÂ [6] a MAPE-K loop stores knowledge (K) required for decision-making in a knowledge base (KB) that is accessed by the individual phases. ,Neutral
"There is no requirement that the determinants of  be immediately prior to  in the ordering. An example concerning side-effect profiles in a clinical trial of neuroleptica is given in Edwards (2000, Section 7.1.3)",Neutral
"In order to achieve the best possible results, we followed the paradigm of problem-oriented research, i.e., collaborating with real users to solve their tasks (Sedlmair et al., 2012). Therefore, we worked in accordance with the nested model for visualization design and validation by Munzner (Munzner, 2009), which divides visualization design into four levels combined with ap-propriate validation methods (see Section 2). Specifically, we focused on the third and fourth level of Munzner’s model (Munzner, 2009) (third level: visual encoding and interaction design, fourth level:",Positive
"Identifying opinion leaders from observed behaviors such as WOM is the most expensive method, although highly accurate [75]. Fortunately, online user reviews are now available to companies and can serve as a proxy for overall WOM [79]. This approach is consistent with recent research findings that link online consumer behavior with product sales [51].",Negative
"Giotto (Henzinger et al., 2001) is a progenitor in a family of time-triggered languages and tools, which specialize for control processing where deterministic time of execution is inbred to the domain culture (Henzinger et al., 2003). ",Neutral
" Rosa et al., (2014)investigated whether a linear model based on both size and application type was better than a model based on size only; however, this study did not investigate the effects of each variable nor evaluate additional types of regression models.",Negative
"Previous studies have shown that the performance of motion estimation is highly dependent on the quality of motion data as well as the algorithm that is developed for modeling and estimation of the model [1,4,8,9,11]. The quality of motion relies on the method of captured data, either by marker-based or marker-less motion capture. ",Neutral
Example applications where image retrieval is required include digital libraries and multimedia editing [28] .,Neutral
"The possibility that synchronization increases with frequency is commensurate with in-vitro cell recordings ( Rocha,Doiron,Shea-Brown, Josic,&Reyes,2007) and computer simulation of both integrate and fire and Hodgkin Huxley type models ( Chawla,Lumer,&Friston,1999).",Neutral
The prevalence and success of MapReduce has motivated many researchers to work on systems that leverage its advantages while at the same time try to overcome its limitations when used for low-latency processing. StreamMapReduce   [29] and M3   [30] are examples of MapReduce-inspired systems intended for stream processing,Neutral
"The ISO standard 42010 (ISO/IEC/(IEEE), 2007) stipulates that “architectural description of the system is organized into one or more constituents called views”, and a view is a partial representation of a system from a particular viewpoint, which is the expression of some stakeholders’ concerns.",Neutral
"The intersection of the 10 sets obtained in this way resulted in 92 voxels common for all sessions (Fig. 6), which is a slightly different result when compared to [17], where the authors have reported the intersection to contain 93 voxels.",Positive
"Sellers engage in multi-homing to gain access to larger potential markets ( Rochet and Tirole, 2006), to offer their products to the same customers across different platforms, and to reduce dependency on a single market and orchestrator ( Idu, van de Zande, and Jansen, 2011)",Neutral
"Finally, we have the WNetSS semantic measures library introduced recently by Aouicha etÂ al. [15], which is based on an off-line pre-processing and caching in a MySQL server of WordNet, as well as all WordNet-based topological features and implemented IC models. As we mentioned previously in sectionÂ 1.1.1, the caching strategy used by WNetSS severely impacts its performance and scalability. In addition, WNetSS exhibits two other significant extensibility drawbacks which prevent its use for researching and prototyping of new methods, as follows: (1) the current distribution of WNetSS does not include its source files, thus, their architecture, representation model for taxonomies and implementation details are missing; and (2) the current WNetSS version does not allow any type of functional extension, such as including a new taxonomy parser, as well as a new semantic similarity library or IC model. Finally, despite one of the main motivations of WNetSS being to provide a software implementation for the most recent methods, looking at tablesÂ 2 and 3, you can see that WNetSS [15] neither implements nor cites many recent similarity measures and IC models reported in the literature.",Negative
"Admittedly, there are no detailed studies on ADC distribution for brain tumours at different stages, but it has been shown that in squamous cell carcinoma ADC in viable tumour remained constant independent of tumour stage, while areas with an increased ADC correlated well with areas of necrosis (reduced cell density) [43].",Positive
"DProf (Pesterev et al., 2010) helps programmers understand cache miss costs by associating these misses with the data types instead of the code. DProf provides clear insights into which ob-jects of an application’s data structures incur expensive cache loads; however, DProf mostly focuses on the LLCs and in partic-ular how data moves in and out of LLCs. This focus results from the tool being designed to optimize cross-CPU data exchanges. ",Positive
" A similar approach has also been used by other researchers to identify and document TD issues in order to make TD easier to manage (Zazworka et al., 2013).",Neutral
"All the experiments compute the Pearson and Spearman correlation metrics for a set of ontology-based similarity measures on each word similarity benchmark shown in table 22, as detailed in [56]",Neutral
"reviewing the process used by the New Zealand Ministry of Research, Science and Technology to develop ‘roadmaps’ for long-term investments in environment, energy, biotechnology and nanotechnology research (Baker and Midgley, 2007)",Neutral
"The extension to decidable architectures is a straightforward adaptation from the extension described by Finkbeiner and Schewe [7]. Their argument is that, in the case where there is an information fork, a situation where there are two processes p0 and p1 who can receive information from the environment â directly or forwarded through a communication chain of arbitrary length â such that this pathway cannot be intercepted by the other process, then synthesis is undecidable.",Neutral
"For various values of , we take  independent samples from a given APFA , using the data generating process described in Section  2. The simulated data sets of varying sizes are then used to build the APFA, , using the model selection methods under comparison. Then we compute the dissimilarity of the selected model  to the true model , using two measures: the Kullback–Leibler divergence (KLD), and the Kullback–Leibler increment (KLI) (see Appendix A). This is replicated ten times, and the average KL-divergence  and KL-increment  are reported.

This process is performed three times: once for each of the three data sets described in Section  5. The “true” model is constructed by applying the minimal AIC selection procedure described above to the data set. But note that since computation of the KL-divergence is computationally demanding (see Appendix A), only the first 10 variables were used to construct  for the Biofam and Duroc data sets for the KL-divergence computations. For the KL-increment comparisons, all the variables were used.",Neutral
"The TELOS model (Brown et al., 2004) predicted how agreement between prefrontal and parietal representations of a target position causes a parietal–prefrontal resonance that selects this target position, and opens the correct basal ganglia gate, while also enabling basal ganglia-mediated release, in a different part of the brain, of a contextually-appropriate movement command to that position.",Neutral
"Because atmospheric velocities are known to exhibit statistical self-similarity in reality and in models (Nastrom and Gage, 1985; Skamarock, 2004; Rauscher etÂ al., 2013), we apply the analysis to a realization of a fractional Brownian motion, which is a type of self-similar field (Mandelbrot, 1983). ",Positive
"There is a rising concern over the environmental impact of production and supply chain systems and increased regulations have made reverse logistics a hot topic for research (Govindan et al., 2014). There have been some attempts in the literature to quantify the bullwhip effect in reverse logistics systems. Tang and Naim (2004) incorporated a remanufacturing process into the APIOBPCS model (John et al., 1994). ",Positive
"Each nonword matched one of the words (action verbs) in duration, intensity and power spectrum, but was rendered unintelligible by removing components of the modulation power spectrum using the Modulation Transfer Function (MTF) algorithm described in Elliott and Theunissen (2009). This is based on a two-dimensional Fourier transform of the log spectrogram, after which slower timeâfrequency modulations are removed. This results in spectrograms which are, for example, less smooth in the time and frequency domain, as shown for example in the third row of Fig.Â 3. Further details of the MTF processing are given in Canolty etÂ al. (2007). Overall, our database comprised 96 speech utterances (â.wavâ files) and 96 matched nonwords.",Positive
"Finally, the MechatronicUML provides specifically support for systems which self-adapt their behavior at runtime by modeling adaptations by architectural reconfiguration based on graph transformations (Eckardt et al., 2013; Tichy et al., 2008). Verification of the adaptation behavior is based on graph transformation verification approaches (Becker et al., 2006; Ghamaraian et al., 2012). However, the approach does not address the specifics of aPS, e.g., the employed languages.",Negative
