Text,Sentiment
3 Evaluation We trained our model parameters on a subset of the provided dev2006 development set  optimizing for caseinsensitive IBMstyle BLEU  with several iterations of minimum error rate training on nbest lists ,Neutral
"There exist two main families of attribute-selecting functions: information-based (Quinlan, 1986: Ldpez, 1991) and statistically--based (Breiman et al., 1984; Mingers, 1989). ",Neutral
"Neon color spreading was reported in Varin (1971), who studied a “chromatic spreading” effect that was induced when viewing an image similar to the one ",Neutral
"In this paper, we show how to accelerate the computational performance of the BP11 density estimation method using the nonuniform FFT (nuFFT) method of Greengard and Lee (2004) to approximate the empirical characteristic function (SectionÂ  2).",Positive
 In our experiments a Support Vector Classifier (svc) from the PRTools Pattern Recognition Toolbox version 4.2.1 for MATLAB [12] has been used.,Neutral
"By varying the threshold, we can perform a recall-precision, or error-rate-ambiguity, tradeoff. A similar strategy is adopted in (de Mar- Cken 1990). ",Positive
We report case sensitive Bleu  scoreBleuCforallexperiments ,Neutral
Typically  a small set of seed polar phrases are prepared  and new polar phrases are detected based on the strength of cooccurrence with the seeds  ,Neutral
"More recently, by assuming that the viscosity depends on pressure in Stokes equation according to Barus law, in [12] a more careful derivation of the limit Reynolds equation is carried out. The authors find additional terms to those ones appearing in the classical Reynolds equations used for elastohydrodynamic computations. Furthermore, they evaluate the consequences of these additional terms in the hydrodynamic regimes leading to high enough pressure values.",Positive
In a first step the tree is completely expanded and afterwards it is pruned following a minimal cost-complexity criterion (Breiman et al.. 1984). ,Positive
That joint initiative proved the component model (initially captured in Panunzio and Vardanega (2010)) to be an essential facilitator to the industrial adoption of the proposed approach.,Positive
"Chang et al. (2007) present an algorithm for learning with constraints, but this method requires users to set weights by Hand. ",Neutral
6 Experiments We evaluated the translation quality of the system using the BLEU metric  ,Neutral
"As K is closed, by the usual Minkowski theorem [25, Corollary 18.5.1] it can be represented as the set of positive linear combinations of its extremal rays (recall that w K is called extremal if u+v=w and u,v K imply that u and v are proportional with w), which generate the whole Lin(C y)",Neutral
Algorithm 1 SCL  1  Select m pivot features ,Neutral
"Because of this, it is generally accepted that some kind of postprocessing should be performed to improve the final result, by shortening, fusing, or otherwise revising the material (Grefenstette 1998; Mani, Gates, and Bloedorn 1999; Jing and McKeown 2000; Barzilay et al. 2000; Knight and Marcu 2000). ",Neutral
Although the first three are particular cases where N  1 andor M  1  the distinction is relevant  because most wordbased translation models  eg IBM models   can typically not accommodate general MN alignments ,Negative
For English  we use three stateoftheart taggers  the taggers of  and  in Step   and the SVM tagger  in Step 3 We used the average perceptron algorithm of  in our experiments  a variation that has been proven to be more effective than the standard algorithm shown in Figure 2 ,Positive
"The rationale is that the variability of (5) depends on the node counts  and , and is greatest when these are small. Consequently when a constant threshold is used, nodes with small counts tend to be judged dissimilar by chance. The proposed threshold is twice the maximum of the asymptotic standard deviation under the null hypothesis. In Browning and Browning (2007a) the threshold was further modified to take the form
where  and  are scale and shift tuning parameters, respectively. Increasing the threshold results in simpler partitions: since the number of nodes at higher stages is reduced accordingly this also increases the efficiency of the selection process. The values  and  were recommended in Browning and Browning (2007a), based on unpublished simulation studies.",Positive
"Two paradigms are being pursued: extraction and abstraction (Hahn and Mani, 2000). ",Neutral
"Unlike the previous study [66], we analyze a significantly wider range of obstacle factors, including not only the traditionally discussed technical challenges such as reliability and QoS, but also various other factors, including heterogeneity and scale, and inhomogeneous distribution of resources among users.",Neutral
An especially wellfounded framework for doing this is maximum entropy  Stateofart systems for doing word alignment use generative models like GIZA    Comparison with Previous Top Systems and Related Work In POS tagging  the previous best performance was reported by  as summarized in Table 7 work is perhaps one of the most notable examples of unsupervised polarity classification ,Positive
"The famous Kalman Filter-Smoother is one of the most popular and powerful tools for time-series prediction with an LDS, given known parameters [14].",Positive
"Therefore, organizations providing home care services are inclined to optimize their activities in order to meet the constantly increasing demand for home care (Koeleman, Bhulai, & van Meersbergen, 2012)",Neutral
"The authors of  [111] proposed to limit the P2P traffic within sub-networks, or behind common gateways. The authors exploited the modified version of Kademlia distributed hash tables (DHT) to conduct searches for the closest peers.",Neutral
"The MaxEnt model in (Ittycheriah and Roukos 2007) was optimized globally, so that it could better employ the distribution of the training data. However, one has to filter the training data according to the test data to get competitive performance with this model 1 . In addition, the filtering method causes some practical issues. First, such methods are not suitable for real MT tasks, especially for applications with streamed input, since the model has to be retrained with each new input sentence or document and training is slow.  ",Negative
"Though this article is focused on Pattern Recognition, it is fair to note that similarly vague work appears in related communities [18]. ",Neutral
"By increasing the Reynolds number, the inertial subrange in a turbulent flow is increased [24]. As shown in Fig. 9, the range over which the number densities are following the modeled line, is larger in the case of higher Reynolds number i.e. at Re=50,000, which is expected.",Positive
"Another variability modeling approach is decision modeling introduced by the Synthesis project (Synthesis, 1993).",Neutral
Bikel and Chiang  in fact contains two parsers  one is a lexicalized probabilistic contextfree grammar  PCFG  similar to   the other is based on statistical TAG  ,Neutral
"Additionally, since it is hypothesized that there should be a scale-break for distances greater than approximately 500Â km (e.g., Nastrom and Gage, 1985), we restrict our fit to increment distances less than or equal to this value.We perform a similar power-law fitting procedure for the 1st through 9th order structure functions.",Positive
"Consistent with Meulemans etÂ al. [28], we only analyze the correct answers. Removing incorrect responses left 3738 observations (Bubble Sets: 742, EulerView: 805, KelpFusion: 777, LineSets: 649, and SetNet: 765). ",Positive
"Automatic intelligent labelling of fMRI data is by no means a trivial task. Modelling of a fixed haemodynamic response function in the MRI literature [13,15] can be perceived as one attempt to address this issue, yet to the best of our knowledge no pure data-driven approach based on machine learning techniques exists",Negative
"The credit factor improved the upper bound of the estimation accuracy from an untagged corpus. However, at higher levels of tagging accuracy, the reestimation m e t h o d based on the Baum-Welch algorithm is limited by the noise of untagged corpora. On this point, I agree with Merialdo (1994) and Elworthy (1994). ",Positive
"HESML V1R2 [60] is distributed as a Java class library ( HESML-V1R2.jar) plus a test driver application ( HESMLclient.jar), which have been developed using NetBeans 8.0.2 for Windows, although it has been also compiled and evaluated on Linux-based platforms using the corresponding NetBeans versions",Neutral
"The chaoticity of system (C1) is guaranteed by the property that a system derived by using the steepest descent method with a perturbation can be chaotic [16], and it is summarized.",Neutral
 Introduction IBM Model   is a wordalignment model that is widely used in working with parallel bilingual corpora ,Positive
"Whereas the studies on low-level motion focus on a single type of motion activity, Bruderlin and Williams [51] proposed a time-warping method as a non-linear method to combine different movements and control the speed of motion.",Neutral
"Instead of using the most complete paper as suggested in the guidelines for systematic literature reviews (Kitchenham, 2007), we combined the results presented in each paper and considered the case as a single unit in our analysis. Keeping in mind the potential bias caused by duplicate publications, we think that including all papers enabled us to get a more in-depth understanding of the individual cases.",Negative
" The Expectation Maximization (EM) is a widely used approach to learning in the presence of unobserved variables, such as in the applications of fitting high-dimensional Gaussian mixture models [24] and reducing the difference in feature distributions [25].",Neutral
"Several quality indicators have been proposed in the literature to evaluate approximations of the Pareto frontier generated by heuristic solution procedures (Knowles, Thiele, & Zitzler, 2006; Zitzler, Thiele, Laumanns, Fonseca, & Grunert da Fonseca, 2003).",Neutral
"Pnueli and Rosner have shown that the synthesis problem is undecidable for the architecture shown in Fig. 1[12] and hence in general, and Finkbeiner and Schewe [7] have identified the class of architectures, in which synthesis is decidable.",Positive
Hence we use a beamsearch decoder during training and testing  our idea is similar to that of  who used a beamsearch decoder as part of a perceptron parsing model ,Neutral
"There are a number of efforts worldwide to manually annotate largecorpora with linguistic information, including parts of speech, phrase structure andpredicate-argument structure (e.g., the Penn Treebank and the British National Corpus(Marcus, Santorini, and Marcinkiewicz 1993; Leech, Garside, and Bryant 1994)).",Positive
"The authors in  [38] devised a mathematical model to evaluate the impact of peer-churn on a PA-CDN, when the users of set-top-boxes are not willing to share their resources. ",Neutral
"T h e corpus lines retained are part-of-speech tagged (Cutting et al., 1992). ",Neutral
21 Minimum Error Rate Training The predominant approach to reconciling the mismatch between the MAP decision rule and the evaluation metric has been to train the parameters of the exponential model to correlate the MAP choice with the maximum score as indicated by the evaluation metric on a development set with known references  ,Neutral
"Unlike the proposed approach described above, the approach by Sirin et al. [27] does not combine operators to form a method. This means that their system can generate workflows only if the user manually defines the composite processes and passes them to the system. ",Negative
"A theoretical motivated argumentation uses the standard deviation of the m a x i m u m likelihood probabilities for the weights 0i (Samuelsson, 1993) This leaves room for interpretation.",Neutral
"The compatibility value for each constraint is the mutual information between the tag and the context (Cover and Thomas, 1991). ",Neutral
In addition to adapting the idea of Head Word Chains   we also compared the input sentences argument structures against the treebank for certain syntactic categories ,Neutral
"As mentioned by (Pradhan et al., 2004), argument identification plays a bottleneck role in improving the performance of a SRL system. The effectiveness of the proposed additional pruning techniques may be seen as a significant improvement over the original algorithm of (Xue and Palmer, 2004). ",Positive
"To ameliorate this, revision of the extracted sentences is also thought to be effective, and many ideas and methods have been proposed so far. For example, Otterbacher and colleagues (2002) analyzed manually revised extracts and factored out cohesion problems. Nenkova (2008) proposed a revision idea that utilizes noun coreference with linguistic quality improvements in mind.",Positive
"Concept similarity is often measured by vectors of co-occurrence with context words that are typed with dependency information (Lin, 1998; Curran and Moens, 2002). ",Neutral
"This self-consistent estimate converges on the true distribution at a faster rate than traditional binning or kernel density estimation methods (Bernacchia and Pigolotti, 2011).However, during our initial attempts to apply the PDF estimation method of Bernacchia and Pigolotti (2011) (hereafter BP11), we discovered that its computational performance is not practicable. ",Negative
"Complementing the cognitive fit theory, Paivio [48–50] proposes the dual coding theory. This suggests that human working memory encodes, organizes, stores and retrieves imagery and verbal information in two different ways. When retrieving, processing and reproducing information, cognitive activities are mediated by two independent yet interconnected cognitive subsystems in the human mind: An imagery system (specialized in the representation and processing of nonverbal objects in a sequential manner) and a verbal system (specialized in handling linguistic propositions using a parallel processing system). Both methods are functionally interconnected at the referential levels, so that an activity in one system can cause an activity in the other system. The visual argument approach asserts that graphical displays make less demands on human cognitive resources [34,59]. According to this theory, graphs enable users to extract information without engaging in deep processing by providing guidance, constraints and facilitations in cognitive processes.",Positive
"Itoh etÂ al. [24] proposed to overlay pie-like glyphs over the nodes in a graph to encode multiple categories. Each set is hence represented using disconnected regions that are linked by having the same colour. This causes difficulties with tasks that involve finding relations between sets such as T1, T3 and T4 ",Negative
"Generally speaking, a joint system is slower than a pipeline system in training. (Xue and Palmer, 2004) found out that different features suited for different sub-tasks of SRL, i.e. argument identification and classification. ",Neutral
"The paradigm of cognitive fit suggests that effective and efficient problem solving is obtained when all tools or aids used in the problem solving process correspond to the requirements of the task [78–80]. Problem solving is seen as an outcome of the relationship between problem presentation and the problem solving task. Cognitive processes act on the information presentation and the problem-solving task to provide a mental representation of the situation. The latter is the way the problem is represented in human working memory. When the types of information in the problem presentation match those in the task, the problem solver formulates a mental representation that is based on the same type of information. In contrast, a mismatch between the problem presentation and the task leads to a mental representation based only on the problem representation. The decision maker must then mentally transform the task into a suitable form, exerting additional cognitive efforts in order to solve a particular type of problem. Similarly, if a mental representation is formulated according to the task alone, the decision maker has to transform the data of the problem presentation into an appropriate form for the task solution. In both cases, additional cognitive capacities are required for auxiliary mental steps, which typically lead to poor results for the decision maker. The cognitive fit theory encourages the use of problem representations consistent with task requirements in order to improve the decision making process for those using decision aids",Neutral
The wn   similarity package  to compute the Jiang & Conrath  J&C  distance  as in   propose using a statistical word alignment algorithm as a more robust way of aligning  monolingual  outputs into a confusion network for system com2  construct lattices over paraphrases using an iterative pairwise multiple sequence alignment  MSA  algorithm ,Neutral
Statisticbased algorithms based on Belief Network  such as HiddenMarkovModel  HMM     Lexicalized HMM  and MaximalEntropy model  use the statistical information of a manually tagged corpus as background knowledge to tag new sentences One way of resolving query ambiguities is to use the statistics  such as mutual information   to measure associations of query terms  on the basis of existing corpora  ,Neutral
"The modeling of neurobiologically observed principles underlying audiovisual integration in the STS for speech and non-speech stimuli, such as superadditivity ( Calvert, Campbell, & Brammer, 2000), spatial and temporal congruence ( Bushara, Grafman, & Hallett, 2001; Macaluso,George, Dolan, Spence, & Driver, 2004), and inverse effectiveness ( Stevenson & James, 2009), was out of the scope of this paper and will be subject of future research.",Neutral
"A stateless operator, or simply an operator, can process incoming events in isolation with no dependency on any state computed from previous events. For example, an Aurora filter is an operator that routes events to alternative outputs based on attribute values  [17].",Neutral
"As pointed out by Hyrynsalmi et al. (2012), most of the installa-tions in Google Play were generated by a small set of applications. Therefore, we pay special attention to this subset of applications, also referred to as ‘superstars’ (Landsman and Stremersch, 2011), and we consider developers of these superstar applications as the ‘nu-cleus developers’ of the respective ecosystems.",Positive
As modern systems move toward integrating many features   resources such as this will become increasingly important in improving translation quality ,Neutral
51 The Prague Dependency Tree Bank  PDT in the sequel   which has been inspired by the buildup of the Penn Treebank   is aimed at a complex annotation of  a part of  the Czech National Corpus  CNC in the sequel   the creation of which is under progress at the Department of Czech National Corpus at the Faculty of Philosophy  Charles University  the corpus currently comprises about 100 million tokens of word forms  ,Neutral
"Cheng etÂ al.Â  [17] propose a predictive, instead of reactive, adaptation approach, trying to foresee changes in the availability of resources and lower the disruption to the quality of service provided to the user. To this end, they extend the Rainbow frameworkÂ  [37] with a mechanism for predicting resource availability based on data gathered in the past. The adaptation process is based on predefined strategies, which specify the changes that need to be applied to the system under certain conditions and contexts in particular. Furthermore, this approach has been evaluated by applying it to a web service and, therefore, it is not possible to assess the suitability of their approach in the case of mobile applications.",Negative
"System combination for machine translation (MT) has emerged as a powerful method of combining the strengths of multiple MT systems and achieving results which surpass those of each individual system (e.g. Bangalore, et. al., 2001, Matusov, et. al., 2006, Rosti, et. al.,2007a).",Neutral
The last two counts  CAUS and ANIM  were performed on a 29million word parsed corpus  gall Street Journal 1988  provided by Michael Collins   ,Neutral
"In an endeavor to establish a commonly accepted conceptual framework for the rapidly growing number of domain-specific modeling environments, the Object Management Group (OMG) released the specification for Model Driven Architecture (MDA) ( Object Management Group, 2005), standardizing the definition and usage of (meta-)metamodels resulting in a metamodeling stack as depicted in Fig1",Neutral
3 Building the CatVar The CatVar database was developed using a combination of resources and algorithms including the Lexical Conceptual Structure  LCS  Verb and Preposition Databases   the Brown Corpus section of the Penn Treebank   an English morphological analysis lexicon developed for PCKimmo  Englex    NOMLEX   Longman Dictionary of Contemporary English 2For a deeper discussion and classification of Porter stemmers errors  see  ,Neutral
"We use the method of Wood and Chan (1994) to generate an fBm field with H=0.6 and 217 points. We apply the fast, self-consistent density estimation method described in SectionÂ  2 to estimate the PDF of increments at distances of 21 to 29 grid points, with distance intervals that are integer powers of two. ",Positive
"The SUS is a standardized, technology-independent questionnaire to evaluate the usability of a system ( Brooke,1996)",Neutral
Rulesize and lexicalization affect parsing complexity whether the grammar is binarized explicitly  or implicitly binarized using Earlystyle intermediate symbols  ,Neutral
"Target language models (LMs) used by the decoder and rescoring modules are, respectively, estimated from 3-gram and 4-gram statistics by applying the modified Kneser-Ney smoothing method (Goodman and Chen, 1998). ",Neutral
"Parameters were tuned with MERT algorithm (Och, 2003) on the NIST evaluation set of 2003 (MT03) for both the baseline systems and the system combination model.  ",Neutral
791 and score the alignment template models phrases  ,Neutral
"To tackle the negative impact of peers churn on the performance of peer-assisted content delivery systems, the authors in [20] proposed a crowdsourcing-based content distribution system called Thunder Crystal. ",Positive
We measured associations using the loglikelihood measure  for each combination of target category and semantic class by converting each cell of the contingency into a 22 contingency table ,Neutral
We have computed the BLEU score  accumulated up to 4grams    the NIST score  accumulated up to 5grams    the General Text Matching  GTM  Fmeasure  e  12    and the METEOR measure  ,Neutral
"In testing, dependence analysis has been shown to be effective at reducing the computational effort required to automate the test-data generation process (Ali et al., 2010). In software maintenance, dependence analysis is used to protect a software maintainer against the potentially unforeseen side effects of a maintenance change. ",Neutral
"We also compare augmented and minimal models using the model evidence, as computed using the Posterior Harmonic Mean (PHM) ( Gelman et al.,1995)",Neutral
Another simple and straightforward approach by Daubney et al. [41] was the sparse set of features for pose estimation in low-level motions. Low-level motion suffers from perturbations such as noise and occlusion. The strength of their method is that it can be used in low-level motions without the need for pose initialization. ,Neutral
"Agile software development is a set of iterative and incremental software engineering methods that are advocated based on an “agile philosophy” captured in the Agile Manifesto (Fowler and Highsmith, 2001). While mostly repackaging and re-branding pre-viously well-known good software development practices, the agile movement can be considered as an alternative to so called tradi-tional software development methods.",Positive
"Lorigo et al. (2006), in an extension of the work in Pan et al. (2004), used scanpath fixations pattern-finding to compare the differences in gender and task type during a web search. They found differences in scanpaths according to gender, and the task comparison results although mixed, did not reveal any effects related to task type on scanpaths. ",Neutral
"We measure coselection between sentences produced by each methodand the sentences selected by the assessors, computing recall, precision, and F-scoreas in Firmin and Chrzanowski (1999). In order to obtain a clear picture, we borrowedthe scoring methodology proposed by Salton et al. (1997), additionally considering thefollowing situations",Positive
But in fact  the issue of editing in text summarization has usually been neglected  notable exceptions being the works by  and Mani  Gates  and Bloedorn  999  We also use Cube Pruning algorithm  to speed up the translation process ,Positive
"Neural networks (NN) are mathematical representations modelled on the functionality of the human brain (Bishop, 1995). ",Neutral
"In the example, the patterns of co-occurrence suggest that objects of killing are rather similar to subjects of dying, hinting at the classic cause(subj,die(obj)) analysis of killing by Dowty (1977) and many others. ",Neutral
"Another interesting work, exploiting capitalisationand fixed/variable suffixes, is presented in Cucerzan and Yarowsky (2000).",Neutral
"The possibility that synchronization increases with frequency is commensurate with in-vitro cell recordings ( Rocha,Doiron,Shea-Brown, Josic,&Reyes,2007) and computer simulation of both integrate and fire and Hodgkin Huxley type models ( Chawla,Lumer,&Friston,1999).",Neutral
"Our algorithmperforms local alignment, while the algorithm of Pang, Knight, and Marcu (2003)performs global alignment.",Positive
"It has been shown that agile methods have improved satisfaction of both customers and developers, but on the other hand there is evidence that agile methods may not be a good fit for large undertakings ( Dyb  and Dings yr, 2009)",Neutral
In   anotherstateoftheartWSDengine  acombination of naive Bayes  maximum entropy  boosting and Kernel PCA models  is used to dynamically determine the score of a phrase pair under consideration and  thus  let the phrase selection adapt to the context of the sentence ,Positive
" In [30] the Granular Support Vector Machines - Repetitive Undersampling algorithm (GSVM-RU) was proposed to integrate SVM learning with undersampling methods. This method uses the SVM itself as a mechanism for undersampling in order to sequentially develop multiple subsets with different informative samples, which are later combined to develop a final SVM for classification. Also this method is not tailored for very huge data sets, because the SVM problem should be hard to solve due to the training set size. ",Negative
In addition to the widely used BLEU  and NIST  scores  we also evaluate translation quality with the recently proposed Meteor  and four editdistance style metrics  Word Error Rate  WER   Positionindependent word Error Rate  PER    CDER  which allows block reordering   and Translation Edit Rate  TER   ,Positive
"a generalization of the now classic Baum-Welch expectation maximization algorithm, commonly used for system identification in much lower dimensional linear dynamical systems [20].",Positive
"For p>=1, the same type of results (Propositions 6.5, 6.7) has also been obtained for âp-Tikhonov regularization in [31,50]. The results for the non-convex case, pâ(0,1), are based on [30], where the same rate for non-convex Tikhonov regularization with a priori parameter choice has been derived (see also [29]). Similar, but weaker, results have been already been derived in [5,28,61] in the context of Tikhonov regularization. In [61], the conditions for the convergence rates result for non-convex regularization are basically the same as in Proposition 6.7, but only a rate of order O(Î²1/2) has been obtained. In [5,28], a linear convergence rate O(Î²) is proven, but with a considerably stronger range condition: each standard basis vector eÎ», Î»âÎ, has to satisfy eÎ»âranFâ.",Positive
 Akkermans and Vos (2003) measured workload in a major US telecom company. They detected the amplification of workload and identified a potential cause of the amplification: negative feedback between workload and service quality. ,Neutral
"Care was taken to ensure not just that the utterances themselves, but also the speakers of the utterances were disjoint between test and training data; as pointed out in (Rayner et al., 1994a), failure to observe these precautions can result in substantial spurious improvements in test data results. ",Neutral
"The closest available system to USP in aims and capabilities is TextRunner (Banko et al., 2007), and we compare with it. TextRunner is the state-of-the-art system for open-domain informa- tion extraction; its goal is to extract knowledge from text without using supervised labels. ",Positive
"The k-Nearest Neighbours technique was applied for both k=10 and k=100, using the Weka (Witten & Frank, 2005) IBk classifier. For the gradient boosting classifier a partitioning algorithm was used as proposed by Friedman (2001). ",Positive
Probabilistic generative models like IBM 15 Brown et al 1993 HMM Vogel et al 1996 ITG Wu 1997 and LEAF Fraser and Marcu 2007 define formulas for Pf  e or Pe f with okvoon ororok sprok atvoon bichat dat erok sprok izok hihok ghirok totat dat arrat vat hilat okdrubel okvoon anok plok sprok atdrubel atvoon pippat rrat dat okvoon anok drok brok jok atvoon krat pippat sat lat wiwok farok izok stok totat jjat quat cat lalok sprok izok jok stok wat dat krat quat cat lalok farok ororok lalok sprok izok enemok wat jjat bichat wat dat vat eneat lalok brok anok plok nok iat lat pippat rrat nnat wiwok nok izok kantok okyurp totat nnat quat oloat atyurp lalok mok nok yorok ghirok clok wat nnat gat mat bat hilat lalok nok crrrok hihok yorok zanzanok wat nnat arrat mat zanzanat lalok rarok nok izok hihok mok wat nnat forat arrat vat gat Figure 1 Word alignment exercise Knight 1997,Neutral
Workshop Towards GenreEnabled Search Engines booktitle pages 13  20 pages editor In G Rehm and M Santini  editors editor contexts context ork on an intradocument  or page segment level because a single document can contain instances of multiple genres  eg  contact information  list of publications  CV  see  ,Neutral
In the concept extension part of our algorithm we adapt our concept acquisition framework  to suit diverse languages  including ones without explicit word segmentation ,Neutral
"Since it is at most about 30-40% of the data is missing or noisy in practice [29], we fix the ratio of the missing or noisy data to 30-40% to evaluate all the algorithms. ",Positive
"This contrasts with semantic role labeling (Carreras and Marquez, 2004) and other forms of shallow semantic processing, which do not aim to produce complete formal meanings. ",Neutral
"In this paper, we bring forward the first idea by studying the issue of how to utilize structured syntactic features for phrase reordering in a phrase-based SMT system with BTG (Bracketing Transduction Grammar) constraints (Wu, 1997).  ",Neutral
"Trust is an important issue in electronic commerce and eWOM studies (e.g., [26,80]), as it is one of the main reasons for followers to seek advice from opinion leaders.",Neutral
The precision of a test is very useful to clinicians since it answers the question: How likely is it that this patient has the disease given that the test result is positive? [17],Neutral
"In the first column of Table 1, we state the comparisons we made throughout this paper among ( i) standalone NFs that use different network drivers in user or kernel-space and ( ii) chained user-space NFs, interconnected either with a kernel-based Open vSwitch (OVSK) ( Open vSwitch, 2016) software switch or back-to-back (B2B)",Neutral
Atthefinestlevel  thisinvolvesthealignment of words and phrases within two sentences that are known to be translations  ,Neutral
"To support the malware analysts during their work, we integrated a KDB related to the malware behavior schema by Dornhackl et al. (2014)., which is included on the left side of the interface (see Fig. 4.1) as an indented list (tree structure).",Positive
"In terms of (probabilistic) approaches toward assessments of impacts caused by vulnerabilities and attacks, probabilistic models have been researched by Wang etÂ al. (2008), Liu and Man (2005), or Xie etÂ al. (2010). However, Wang etÂ al. base their work on attack graphs and do not consider imperfect knowledge, e.g., unknown extents of damage causable by vulnerabilities, uncertainty of specific events and potentially disagreeing information sources as we do. Xiep etÂ al. and Liu etÂ al. are significantly limited by the lack of supporting cyclic dependencies and do not consider any mission impact relations. Chung etÂ al. (2013) consider a probabilistic approach as well to determine the likelihoods of explicit attack paths. However, presented probability theory in Chung etÂ al. (2013) is not sound and voids fundamental principles of probabilistic inference in multiply connected graphs. Other impact propagation approaches, e.g., by Kheir etÂ al. (2009) or Jahnke etÂ al. (2007), claiming to handle details such as disagreeing information sources and cycles, are not probabilistic based and degrade to a handcrafted propagation algorithm with arbitrary scores, where parameters are only assessable by deeply trained experts and obtained results can only be used in a holistic way, as they provide no directly interpretable meaning. ",Negative
In this paper we use the socalled Model 4 from  We would expect the opposite effect with handaligned data  Extensions to Hiero Several authors describe extensions to Hiero  to incorporate additional syntactic information   or to combine it with discriminative latent models  The other form of hybridization   a statistical MT model that is based on a deeper analysis of the syntactic 33 structure of a sentence   has also long been identified as a desirable objective in principle  consider   ,Neutral
The second feature we used is a bi-gram voting feature proposed by Zhao and He (2009),Neutral
"The dissimilarity score proposed by Ron et al. (1998) was
",Neutral
Their algorithm was further modified and applied to the German biographies by Filippova and Strube (2008),Positive
